Drug,IUPAC_Name,MolecularFormula
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-12,13-dihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-7-methoxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione",C38H69NO13
CC[C@]1(C)CC(=O)NC1=O,"(3R)-3-ethyl-3-methylpyrrolidine-2,5-dione",C7H11NO2
CC[C@]1(C)C[C@@H](OC(=O)CSc2n[nH]c(N)n2)[C@]2(C)[C@@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,,C24H38N4O4S
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,"methyl (1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(13S,15S,17S)-17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate",C46H58N4O9
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,"methyl (13S,15S,17S)-13-[(1R,9R,10S,11R,12R,19R)-10-carbamoyl-12-ethyl-10,11-dihydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraen-4-yl]-17-ethyl-17-hydroxy-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraene-13-carboxylate",C43H55N5O7
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,"methyl (1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(13S,15S,17S)-17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-8-formyl-10-hydroxy-5-methoxy-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate",C46H56N4O10
CC[C@]1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,"(5S)-5-ethyl-1-methyl-5-phenyl-1,3-diazinane-2,4,6-trione",C13H14N2O3
CC[C@]1(c2ccc(N)cc2)CCC(=O)NC1=O,"(3R)-3-(4-aminophenyl)-3-ethylpiperidine-2,6-dione",C13H16N2O2
CCc1c(C)[nH]c2c1C(=O)[C@@H](CN1CCOCC1)CC2,"(5R)-3-ethyl-2-methyl-5-(morpholin-4-ylmethyl)-1,5,6,7-tetrahydroindol-4-one",C16H24N2O2
CC[C@]1(c2ccccc2)NC(=O)N(C)C1=O,"(5R)-5-ethyl-3-methyl-5-phenylimidazolidine-2,4-dione",C12H14N2O2
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,"[(19S)-10,19-diethyl-19-hydroxy-14,18-dioxo-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaen-7-yl] 4-piperidin-1-ylpiperidine-1-carboxylate",C33H38N4O6
CCc1ccc(CCOc2ccc(C[C@@H]3SC(=O)NC3=O)cc2)nc1,"(5S)-5-[[4-[2-(5-ethyl-2-pyridinyl)ethoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione",C19H20N2O3S
CCc1cccc2cc([C@H](O)CNC(C)(C)C)oc12,(1R)-2-(tert-butylamino)-1-(7-ethyl-1-benzofuran-2-yl)ethanol,C16H23NO2
CCc1ccccc1,ethylbenzene,C8H10
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine",C12H13ClN4
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-4,5-diethyl-1,2,4-triazol-3-one",C19H28ClN5O
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,"(3,5-dibromo-4-hydroxyphenyl)-(2-ethyl-1-benzofuran-3-yl)methanone",C17H12Br2O3
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-5-ethyl-4-(2-phenoxyethyl)-1,2,4-triazol-3-one",C25H32ClN5O2
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,1-ethyl-6-fluoro-7-(4-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid,C17H20FN3O3
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1-ethyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,C16H18FN3O3
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN[C@H](C)C3)c(F)c21,"1-ethyl-6,8-difluoro-7-[(3R)-3-methylpiperazin-1-yl]-4-oxoquinoline-3-carboxylic acid",C17H19F2N3O3
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,"1-ethyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,8-naphthyridine-3-carboxylic acid",C15H17FN4O3
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,"8-ethyl-5-oxo-2-piperazin-1-ylpyrido[2,3-d]pyrimidine-6-carboxylic acid",C14H17N5O3
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,"1-ethyl-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid",C12H12N2O3
CN(C(=O)c1c(O)n(C)c2ccccc2c1=O)c1ccccc1,"4-hydroxy-N,1-dimethyl-2-oxo-N-phenylquinoline-3-carboxamide",C18H16N2O3
CN(C)/N=N\c1[nH]cnc1C(N)=O,4-(dimethylaminodiazenyl)-1H-imidazole-5-carboxamide,C6H10N6O
CN(C)CC/C=C1/c2ccccc2COc2ccccc21,"(3Z)-3-(6H-benzo[c][1]benzoxepin-11-ylidene)-N,N-dimethylpropan-1-amine",C19H21NO
CN(C)CC(Oc1ccccc1)Oc1ccccc1,"N,N-dimethyl-2,2-diphenoxyethanamine",C16H19NO2
CN(C)CC/C=C1\c2ccccc2COc2ccc(CC(=O)O)cc21,2-[(11E)-11-[3-(dimethylamino)propylidene]-6H-benzo[c][1]benzoxepin-2-yl]acetic acid,C21H23NO3
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,"N,N-dimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaenylidene)propan-1-amine",C20H21N
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,"3-(2-chloro-5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine",C19H23ClN2
CN(C)CCC=C1c2ccccc2CCc2ccccc21,"N,N-dimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine",C20H23N
CN(C)CCCN1c2ccccc2CCc2ccccc21,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine",C19H24N2
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,"3-(2-chlorophenothiazin-10-yl)-N,N-dimethylpropan-1-amine",C17H19ClN2S
CN(C)CCCN1c2ccccc2Sc2ccccc21,"N,N-dimethyl-3-phenothiazin-10-ylpropan-1-amine",C17H20N2S
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,"3-(1-benzylindazol-3-yl)oxy-N,N-dimethylpropan-1-amine",C19H23N3O
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,(1S)-1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-3H-2-benzofuran-5-carbonitrile,C20H21FN2O
CN(C)CCN(Cc1ccccc1)c1ccccn1,"N'-benzyl-N,N-dimethyl-N'-pyridin-2-ylethane-1,2-diamine",C16H21N3
CN(C)CCOC(c1ccccc1)c1ccccc1,"2-benzhydryloxy-N,N-dimethylethanamine",C17H21NO
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,"2-(3-chlorobenzo[b][1]benzothiepin-5-yl)oxy-N,N-dimethylethanamine",C18H18ClNOS
CN(C)CCOc1ccc(/C(=C(\CCCl)c2ccccc2)c2ccccc2)cc1,"2-[4-[(E)-4-chloro-1,2-diphenylbut-1-enyl]phenoxy]-N,N-dimethylethanamine",C26H28ClNO
CN(C)CC[C@H](c1ccc(Cl)cc1)c1ccccn1,"(3R)-3-(4-chlorophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine",C16H19ClN2
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,"N,N-dimethyl-2-[5-(pyrrolidin-1-ylsulfonylmethyl)-1H-indol-3-yl]ethanamine",C17H25N3O2S
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,"(4S)-4-[[3-[2-(dimethylamino)ethyl]-1H-indol-5-yl]methyl]-1,3-oxazolidin-2-one",C16H21N3O2
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,"1-(8-chloro-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepin-1-yl)-N,N-dimethylmethanamine",C19H18ClN5
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,"(4S,4aS,5aS,6S,12aR)-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide",C22H24N2O8
CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,1-(2-chloroethyl)-3-[2-(dimethylsulfamoyl)ethyl]-1-nitrosourea,C7H15ClN4O4S
CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)/C=C/CO)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,"(8S,11R,13S,14S,17R)-11-[4-(dimethylamino)phenyl]-17-hydroxy-17-[(E)-3-hydroxyprop-1-enyl]-13-methyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one",C29H37NO3
CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@]3(O)CCCO)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,"(8S,11R,13S,14S,17S)-11-[4-(dimethylamino)phenyl]-17-hydroxy-17-(3-hydroxypropyl)-13-methyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one",C29H39NO3
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,"(E)-N,6,6-trimethyl-N-(naphthalen-1-ylmethyl)hept-2-en-4-yn-1-amine",C21H25N
CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,"(5S)-5-[[4-[2-[methyl(pyridin-2-yl)amino]ethoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione",C18H19N3O3S
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,N-[4-[2-[2-[4-(methanesulfonamido)phenoxy]ethyl-methylamino]ethyl]phenyl]methanesulfonamide,C19H27N3O5S2
CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,2-[[1-[1-[(4-fluorophenyl)methyl]benzimidazol-2-yl]piperidin-4-yl]-methylamino]-1H-pyrimidin-6-one,C24H25FN6O
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,"(E)-1-N'-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-1-N-methyl-2-nitroethene-1,1-diamine",C13H22N4O3S
CN/C(=N\C#N)NCCSCc1nc[nH]c1C,1-cyano-2-methyl-3-[2-[(5-methyl-1H-imidazol-4-yl)methylsulfanyl]ethyl]guanidine,C10H16N6S
CN1C(=O)CC[C@H]1c1cccnc1,(5S)-1-methyl-5-pyridin-3-ylpyrrolidin-2-one,C10H12N2O
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,"7-chloro-1-methyl-5-phenyl-3H-1,4-benzodiazepin-2-one",C16H13ClN2O
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,"5-(2-fluorophenyl)-1-methyl-7-nitro-3H-1,4-benzodiazepin-2-one",C16H12FN3O3
CN1C(=O)C[C@@H](c2ccccc2)C1=O,"(3S)-1-methyl-3-phenylpyrrolidine-2,5-dione",C11H11NO2
CN1C(=O)OC(C)(C)C1=O,"3,5,5-trimethyl-1,3-oxazolidine-2,4-dione",C6H9NO3
CN1C(=O)[C@@](C)(C2=CCCCC2)C(=O)N=C1O,"(5S)-5-(cyclohexen-1-yl)-1,5-dimethyl-1,3-diazinane-2,4,6-trione",C12H16N2O3
CN1C(=O)[C@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21,"(3S)-7-chloro-3-hydroxy-1-methyl-5-phenyl-3H-1,4-benzodiazepin-2-one",C16H13ClN2O2
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,"4-hydroxy-2-methyl-1,1-dioxo-N-pyridin-2-yl-1lambda6,2-benzothiazine-3-carboxamide",C15H13N3O4S
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,"6-chloro-4-hydroxy-2-methyl-1,1-dioxo-N-pyridin-2-ylthieno[2,3-e]thiazine-3-carboxamide",C13H10ClN3O4S2
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,"4-hydroxy-2-methyl-1,1-dioxo-N-pyridin-2-ylthieno[2,3-e]thiazine-3-carboxamide",C13H11N3O4S2
CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,"(2R,8R)-2-(1,3-benzodioxol-5-yl)-6-methyl-3,6,17-triazatetracyclo[8.7.0.03,8.011,16]heptadeca-1(10),11,13,15-tetraene-4,7-dione",C22H19N3O4
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,"2-(1-methylpiperidin-4-ylidene)-4-azatricyclo[9.4.0.03,8]pentadeca-1(15),3(8),4,6,11,13-hexaene",C20H22N2
CN1CCCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,"1-[(R)-(4-chlorophenyl)-phenylmethyl]-4-methyl-1,4-diazepane",C19H23ClN2
CN1CCCN=C1/C=C\c1cccs1,"1-methyl-2-[(Z)-2-thiophen-2-ylethenyl]-5,6-dihydro-4H-pyrimidine",C11H14N2S
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,(2R)-2-[2-[(1R)-1-(4-chlorophenyl)-1-phenylethoxy]ethyl]-1-methylpyrrolidine,C21H26ClNO
CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,5-[2-(benzenesulfonyl)ethyl]-3-[[(2R)-1-methylpyrrolidin-2-yl]methyl]-1H-indole,C22H26N2O2S
CN1CCC[C@H]1c1cccnc1,3-[(2S)-1-methylpyrrolidin-2-yl]pyridine,C10H14N2
CN1CCC[C@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,4-[(4-chlorophenyl)methyl]-2-[(4S)-1-methylazepan-4-yl]phthalazin-1-one,C22H24ClN3O
CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,"[(7S)-6-(5-chloro-2-pyridinyl)-5-oxo-7H-pyrrolo[3,4-b]pyrazin-7-yl] 4-methylpiperazine-1-carboxylate",C17H17ClN6O3
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,"3-chloro-6-(4-methylpiperazin-1-yl)-11H-benzo[b][1,4]benzodiazepine",C18H19ClN4
CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,3-fluoro-6-(4-methylpiperazin-1-yl)-11H-benzo[c][1]benzazepine,C19H20FN3
CN1CCN(CC/C=C2\c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"(9E)-N,N-dimethyl-9-[3-(4-methylpiperazin-1-yl)propylidene]thioxanthene-2-sulfonamide",C23H29N3O2S2
CN1CCN(CCCCN2C(=O)CN(/N=C\c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,"1-[(Z)-[5-(4-chlorophenyl)furan-2-yl]methylideneamino]-3-[4-(4-methylpiperazin-1-yl)butyl]imidazolidine-2,4-dione",C23H28ClN5O3
CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,6-fluoro-1-(4-fluorophenyl)-7-(4-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid,C21H19F2N3O3
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,10-[3-(4-methylpiperazin-1-yl)propyl]-2-(trifluoromethyl)phenothiazine,C21H24F3N3S
CN1CCN2c3ccccc3Cc3ccccc3[C@@H]2C1,"(7R)-5-methyl-2,5-diazatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),8,10,12,15,17-hexaene",C18H20N2
CN1CCN2c3ccccc3Cc3cccnc3[C@@H]2C1,,C17H19N3
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,"7-chloro-1-methyl-5-phenyl-2,3-dihydro-1,4-benzodiazepine",C16H15ClN2
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,"(4R,4aR,7S,7aR,12bS)-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol",C17H19NO3
CN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3,"(6aS)-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol",C17H17NO2
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,"(6aR,9R)-N-[(1S,2S,4R,7S)-7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",C33H35N5O5
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,"(6aR,9R,10aR)-N-[(1S,2S,4R,7S)-7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",C33H37N5O5
CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1,"2-[(2R,6S)-6-[(2S)-2-hydroxy-2-phenylethyl]-1-methylpiperidin-2-yl]-1-phenylethanone",C22H27NO2
CN1[C@H]2CCC[C@@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2,"1-methyl-N-[(1R,5S)-9-methyl-9-azabicyclo[3.3.1]nonan-3-yl]indazole-3-carboxamide",C18H24N4O
CN1[C@H]2CC[C@@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2,"[(1R,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] 1H-indole-3-carboxylate",C17H20N2O2
CNC(=O)O/N=C(\C)SC,methyl (1E)-N-(methylcarbamoyloxy)ethanimidothioate,C5H10N2O2S
CN1[C@H]2CC[C@@H]1CC(NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2,"5-chloro-2,2-dimethyl-N-[(1R,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl]-3H-1-benzofuran-7-carboxamide",C19H25ClN2O2
CNC(=O)Oc1cc(C)c(SC)c(C)c1,"(3,5-dimethyl-4-methylsulfanylphenyl) N-methylcarbamate",C11H15NO2S
CNC(=O)Oc1cccc2ccccc12,naphthalen-1-yl N-methylcarbamate,C12H11NO2
CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1,"3-[[2-[2-(3,4-dimethoxyphenyl)ethylamino]-2-oxoethyl]amino]-N-methylbenzamide",C20H25N3O4
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,"7-chloro-4-hydroxy-N-methyl-5-phenyl-3H-1,4-benzodiazepin-2-imine",C16H14ClN3O
CNCCC=C1c2ccccc2CCc2ccccc21,"N-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine",C19H21N
CNCCCN1c2ccccc2CCc2ccccc21,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N-methylpropan-1-amine",C18H22N2
CNCCCC12CCC(c3ccccc31)c1ccccc12,"N-methyl-3-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)propan-1-amine",C20H23N
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,(3R)-N-methyl-3-(2-methylphenoxy)-3-phenylpropan-1-amine,C17H21NO
CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,(3R)-N-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine,C17H18F3NO
CNC[C@H](O)c1ccc(O)c(O)c1,"4-[(1R)-1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol",C9H13NO3
CNS(=O)(=O)Cc1ccc2[nH]cc(CCCN3CCN(c4ncncc4OC)CC3)c2c1,1-[3-[3-[4-(5-methoxypyrimidin-4-yl)piperazin-1-yl]propyl]-1H-indol-5-yl]-N-methylmethanesulfonamide,C22H30N6O3S
CN[C@@H](C)Cc1ccccc1,(2S)-N-methyl-1-phenylpropan-2-amine,C10H15N
CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,"(6R)-6-(methylamino)-6,7,8,9-tetrahydro-5H-carbazole-3-carboxamide",C14H17N3O
CN[C@@]1(c2ccccc2Cl)CCCCC1=O,(2R)-2-(2-chlorophenyl)-2-(methylamino)cyclohexan-1-one,C13H16ClNO
CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,6-fluoro-1-(methylamino)-7-(4-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid,C16H19FN4O3
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"(1S,4S)-4-(3,4-dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine",C17H17Cl2N
CO/N=C\C1=CCCN(C)C1,"(Z)-N-methoxy-1-(1-methyl-3,6-dihydro-2H-pyridin-5-yl)methanimine",C8H14N2O
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1,"3-O-methyl 5-O-propan-2-yl (4R)-2-cyano-6-methyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C19H19N3O6
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc2nonc12,"3-O-methyl 5-O-propan-2-yl (4S)-4-(2,1,3-benzoxadiazol-4-yl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",C19H21N3O5
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1,"5-O-[1-[3,3-diphenylpropyl(methyl)amino]-2-methylpropan-2-yl] 3-O-methyl (4S)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C36H41N3O6
COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1,"3-O-methyl 5-O-[(E)-3-phenylprop-2-enyl] (4S)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C25H24N2O6
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C17H18N2O6
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)[C@@H]1c1ccccc1[N+](=O)[O-],"3-O-methyl 5-O-(2-oxopropyl) (4R)-2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C19H20N2O7
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)[C@H]1c1ccccc1[N+](=O)[O-],"3-O-methyl 5-O-(2-methylpropyl) (4S)-2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C20H24N2O6
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1,"5-O-[2-[benzyl(methyl)amino]ethyl] 3-O-methyl (4S)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C26H29N3O6
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)[C@H]1c1cccc([N+](=O)[O-])c1,"5-O-[2-(4-benzhydrylpiperazin-1-yl)ethyl] 3-O-methyl (4S)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C35H38N4O6
COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1,"5-O-[(3R)-1-benzylpiperidin-3-yl] 3-O-methyl (4R)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",C28H31N3O6
