Drug,MolWt,ExactMolWt,MolLogP,TPSA,MolMR,FractionCSP3,qed,HeavyAtomCount,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumAromaticRings,FormalCharge,NumHeteroatoms,LabuteASA,MaxAbsPartialCharge,MinAbsPartialCharge,MaxEStateIndex,MinEStateIndex,NumAromaticAtoms,FractionAromaticAtoms,NumPositiveCharges,NumNegativeCharges,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumAliphaticHeterocycles,NumSaturatedHeterocycles,NumAmideBonds,BertzCT,BalabanJ,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters
CCCN[C@H]1CCc2nc(N)sc2C1,211.33,211.11,1.58,50.94,60.63,0.7,0.7979,14,2,4,3,2,1,0,4,88.73,0.375,0.18,5.691,0.641,5,0.3571,0,0,1,0,1,1,0,0,0,308.316,1.983,2365.729,-0.61,9.927,4.275,2.067,1,0
CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,424.99,424.18,0.39,102.26,106.88,0.9444,0.4383,27,4,7,7,2,0,0,9,170.33,0.388,0.237,12.901,-1.362,0,0.0,0,0,2,2,2,0,2,2,1,498.372,2.094,784871.983,-0.09,23.192,10.094,5.291,9,2
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,406.55,406.21,-0.86,122.49,103.24,0.9444,0.3703,27,5,8,7,2,0,0,9,164.82,0.391,0.237,12.848,-1.419,0,0.0,0,0,2,2,2,0,2,2,1,494.472,2.094,784871.983,-0.42,22.865,9.865,5.145,9,0
CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,368.47,368.23,1.94,95.94,96.56,0.8421,0.6358,26,2,5,8,2,0,0,7,155.0,0.48,0.326,13.083,-0.935,0,0.0,0,0,2,2,1,0,1,1,1,524.059,2.104,612196.711,-1.63,20.679,9.348,4.553,5,0
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,371.35,371.1,2.48,126.81,97.84,0.2632,0.6596,27,2,6,5,3,3,0,8,151.82,0.477,0.371,12.555,-1.385,14,0.5185,0,0,0,0,2,2,0,0,0,1216.904,2.665,908342.924,-3.42,18.373,6.712,2.885,0,0
CCCc1cc(=O)[nH]c(=S)[nH]1,170.24,170.05,1.38,48.65,46.24,0.4286,0.6587,11,2,2,2,1,1,0,4,69.49,0.336,0.251,10.844,-0.128,6,0.5455,0,0,0,0,1,1,0,0,0,310.534,3.088,271.478,-0.9,8.199,3.479,2.307,0,0
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,514.63,514.24,7.26,72.94,156.11,0.1818,0.2432,39,1,5,7,6,6,0,6,226.75,0.478,0.336,11.71,-0.921,30,0.7692,0,0,0,0,2,2,0,0,0,1844.141,1.422,1139775407.903,-4.71,24.617,9.874,4.377,0,0
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,474.59,474.2,1.61,113.42,125.99,0.5,0.5534,33,1,8,7,4,3,0,11,192.78,0.493,0.277,13.329,-3.698,15,0.4545,0,0,1,1,3,2,1,1,0,1322.64,1.852,25919155.741,-2.76,23.4,9.239,4.398,0,0
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,305.34,305.13,2.64,74.29,86.84,0.1765,0.7453,23,0,5,3,3,3,0,6,133.15,0.313,0.223,11.74,-0.004,15,0.6522,0,0,0,0,2,2,0,0,1,922.124,2.149,250265.054,-3.2,14.725,5.89,2.53,0,0
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,250.34,250.17,2.76,32.78,72.87,0.5,0.8234,18,0,3,4,1,1,0,4,109.15,0.414,0.41,11.652,-0.327,6,0.3333,0,0,0,0,0,0,0,0,1,404.535,2.796,8435.943,-1.55,14.511,6.401,3.736,1,0
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,305.29,305.1,1.78,127.7,77.94,0.2857,0.2804,22,2,6,5,1,1,0,8,126.22,0.504,0.315,12.101,-0.87,6,0.2727,1,1,0,0,0,0,0,0,1,671.791,3.331,51842.095,-3.08,16.973,7.079,3.517,0,0
CCN(CC)C(=O)C1(c2ccccc2)CC1CN,246.35,246.17,1.77,46.33,73.21,0.5333,0.8604,18,1,2,5,2,1,0,3,108.97,0.342,0.233,12.73,-0.345,6,0.3333,0,0,1,1,0,0,0,0,1,413.762,2.325,22791.686,-1.35,13.09,5.105,1.926,2,2
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,338.46,338.21,2.84,51.37,101.64,0.45,0.9041,25,2,2,3,4,2,0,5,148.23,0.361,0.317,12.45,0.023,9,0.36,0,0,2,0,2,1,1,0,2,833.334,1.689,788088.392,-2.27,16.212,6.225,2.628,2,0
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,340.47,340.23,2.93,51.37,101.02,0.55,0.9025,25,2,2,3,4,2,0,5,148.92,0.361,0.317,12.479,0.068,9,0.36,0,0,2,1,2,1,1,1,2,779.094,1.598,788088.392,-2.01,16.458,6.373,2.706,3,0
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,379.5,379.25,2.89,90.9,107.64,0.6,0.5741,27,3,5,9,1,1,0,7,161.63,0.49,0.321,12.167,-0.703,6,0.2222,0,0,0,0,0,0,0,0,2,636.604,2.787,438030.539,-2.12,22.92,10.275,7.967,1,1
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,357.49,357.23,3.34,49.77,103.44,0.5909,0.6006,26,1,4,7,2,1,0,4,157.09,0.45,0.344,12.824,-1.581,6,0.2308,0,0,1,1,0,0,0,0,0,609.27,2.057,758405.667,-1.83,20.482,10.351,5.093,1,1
CCN(CC)CC(=O)Nc1c(C)cccc1C,234.34,234.17,2.58,32.34,72.33,0.5,0.849,17,1,2,5,1,1,0,3,103.82,0.324,0.238,11.892,0.061,6,0.3529,0,0,0,0,0,0,0,0,1,363.559,2.68,5511.135,-1.35,13.714,6.401,3.858,0,0
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,319.88,319.18,4.81,28.16,96.86,0.5,0.7564,22,1,3,8,2,2,0,4,138.23,0.382,0.074,6.037,0.442,10,0.4545,0,0,0,0,1,1,0,0,0,595.902,1.954,92030.063,-1.32,17.04,8.349,4.587,1,1
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,322.5,322.24,4.39,6.48,103.83,0.4545,0.7109,24,0,2,8,3,2,0,2,146.65,0.368,0.037,2.642,0.599,12,0.5,0,0,1,0,0,0,0,0,0,593.877,1.697,512851.372,-1.8,17.037,8.343,3.99,0,0
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,387.89,387.15,4.0,35.91,108.5,0.3333,0.7505,27,0,3,6,3,2,0,6,163.81,0.309,0.248,14.422,-0.369,12,0.4444,0,0,1,0,1,0,1,0,1,864.255,2.043,1342424.557,-2.24,19.52,8.632,4.199,0,0
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,344.25,343.09,2.11,67.59,85.23,0.5,0.7438,20,2,4,7,1,1,0,6,128.14,0.496,0.255,12.175,-0.158,6,0.3,0,0,0,0,0,0,0,0,1,461.977,2.699,23853.651,-1.27,16.783,8.114,4.384,0,0
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,299.8,299.14,2.0,67.59,82.54,0.5,0.7558,20,2,4,7,1,1,0,6,124.58,0.496,0.255,12.137,-0.212,6,0.3,0,0,0,0,0,0,0,0,1,461.977,2.699,23853.651,-1.46,16.594,7.968,4.283,0,0
CCN(CC)CCNC(=O)c1ccc(N)cc1,235.33,235.17,1.34,58.36,70.98,0.4615,0.7315,17,2,3,6,1,1,0,4,102.8,0.399,0.251,11.744,-0.044,6,0.3529,0,0,0,0,0,0,0,0,1,344.187,2.369,6430.777,-1.55,13.515,6.91,4.444,0,0
CCN(CC)c1cc(C)nc2ncnn12,205.26,205.13,1.28,46.32,59.08,0.5,0.7569,15,0,5,3,2,2,0,5,88.76,0.357,0.254,4.31,0.664,9,0.6,0,0,0,0,2,2,0,0,0,457.781,2.612,3978.829,-1.65,9.888,3.842,1.646,0,0
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,335.88,335.18,3.78,48.39,98.27,0.5,0.7318,23,2,4,9,2,2,0,5,143.02,0.395,0.074,9.022,0.229,10,0.4348,0,0,0,0,1,1,0,0,0,620.238,1.914,148135.9,-1.36,17.986,9.062,5.342,1,1
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,378.52,378.23,3.17,32.78,111.28,0.4583,0.774,28,0,3,6,4,2,0,4,167.65,0.379,0.238,13.813,-0.592,12,0.4286,0,0,2,2,2,0,2,2,1,732.207,1.738,4438893.019,-2.17,19.16,8.458,3.357,1,1
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,369.49,369.17,1.29,101.73,97.74,0.5882,0.7023,25,2,6,7,2,1,0,8,148.99,0.496,0.255,12.61,-3.522,6,0.24,0,0,1,1,1,0,1,1,1,733.654,2.241,372275.742,-1.8,19.524,8.053,4.244,1,1
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,341.43,341.14,0.56,101.73,86.97,0.5333,0.7869,23,2,5,6,2,1,0,8,136.4,0.496,0.255,12.41,-3.871,6,0.2609,0,0,1,1,1,0,1,1,1,675.3,2.143,143168.999,-1.64,17.71,7.287,4.213,1,1
CCNC(C)Cc1cccc(C(F)(F)F)c1,231.26,231.12,3.25,12.03,58.29,0.5,0.8384,16,1,1,4,1,1,0,4,93.67,0.416,0.314,12.438,-4.253,6,0.375,0,0,0,0,0,0,0,0,0,333.281,2.751,2704.505,-1.03,13.037,5.344,3.85,1,1
CCO,46.07,46.04,0.0,20.23,12.76,1.0,0.4068,3,1,1,0,0,0,0,1,19.9,0.397,0.04,7.569,0.25,0,0.0,0,0,0,0,0,0,0,0,0,2.755,1.633,2.755,-0.04,2.96,1.96,1.96,0,0
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,242.7,242.07,3.06,35.53,62.79,0.4167,0.7616,16,0,3,4,1,1,0,4,100.31,0.476,0.349,11.563,-0.996,6,0.375,0,0,0,0,0,0,0,0,0,357.032,2.715,2887.458,-1.22,12.848,5.212,3.418,0,0
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,247.34,247.16,2.21,29.54,71.48,0.5333,0.767,18,0,3,3,2,1,0,3,108.74,0.465,0.316,12.386,-0.441,6,0.3333,0,0,1,1,1,0,1,1,0,394.214,2.313,14384.074,-1.35,13.09,5.528,2.411,0,0
CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1,367.49,367.21,3.71,49.77,106.45,0.4348,0.7582,27,1,4,7,3,2,0,4,161.33,0.465,0.316,12.798,-0.55,12,0.4444,0,0,1,1,1,0,1,1,0,708.918,1.617,1660672.82,-2.17,19.588,9.157,4.574,1,1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,384.26,383.07,3.96,64.63,96.39,0.3333,0.7964,25,1,5,4,2,1,0,7,156.13,0.466,0.336,12.581,-0.737,6,0.24,0,0,1,0,1,0,1,0,0,783.281,2.739,278594.419,-1.98,19.346,7.933,3.673,1,1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,360.37,360.13,2.57,107.77,93.02,0.3333,0.4882,26,1,7,5,2,1,0,8,150.18,0.466,0.336,12.546,-0.831,6,0.2308,1,1,1,0,1,0,1,0,0,824.725,2.699,458211.614,-3.16,19.169,7.814,3.584,1,1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,455.55,455.23,4.4,90.93,125.86,0.4231,0.3701,33,1,7,7,2,1,0,7,195.03,0.463,0.336,12.972,-0.733,6,0.1818,0,0,1,0,1,0,1,0,0,969.854,2.645,9159697.411,-3.35,25.907,10.987,6.57,0,0
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,408.88,408.15,2.27,99.88,105.58,0.4,0.5023,28,2,7,8,2,1,0,8,169.01,0.466,0.336,12.881,-0.752,6,0.2143,0,0,1,0,1,0,1,0,0,803.541,2.674,1412967.224,-2.35,21.945,10.264,4.729,1,1
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,350.46,350.2,4.15,34.47,102.82,0.5,0.7802,26,0,4,3,5,2,0,4,153.97,0.461,0.354,12.921,-0.19,9,0.3462,0,0,3,1,4,1,3,1,0,925.61,1.849,1770055.139,-2.07,16.129,5.714,1.964,2,0
CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N/O)cc1)C1CCCCC1,473.57,473.26,1.1,146.35,125.92,0.5833,0.1308,34,4,7,10,3,1,0,10,199.43,0.465,0.319,13.402,-0.514,6,0.1765,0,0,2,2,1,0,1,1,2,882.245,1.577,29550082.518,-3.14,25.482,12.358,6.466,2,0
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,304.33,304.13,2.98,89.27,83.02,0.2,0.7899,22,3,5,5,2,2,0,7,127.05,0.45,0.411,12.812,-0.581,12,0.5455,0,0,0,0,1,1,0,0,1,646.491,1.965,86712.511,-2.83,15.557,7.256,4.338,0,0
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,427.53,427.16,4.11,71.11,116.67,0.3636,0.7745,30,1,6,5,4,2,0,8,179.87,0.45,0.411,13.349,-0.508,12,0.4,0,0,2,1,2,0,2,1,2,930.349,1.593,8417707.395,-2.55,20.712,9.507,4.61,0,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,452.55,452.23,2.61,95.94,124.77,0.4231,0.5091,33,2,5,11,3,2,0,7,194.29,0.48,0.323,13.355,-1.058,12,0.3636,0,0,1,0,0,0,0,0,1,937.164,1.697,25843817.232,-3.19,24.452,11.609,6.648,2,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,376.45,376.2,1.6,95.94,100.15,0.55,0.6358,27,2,5,9,2,1,0,7,159.24,0.48,0.326,12.698,-0.987,6,0.2222,0,0,1,1,1,0,1,1,1,649.032,2.007,1167133.725,-2.41,20.897,10.061,5.787,3,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,438.52,438.22,2.57,95.94,119.9,0.4,0.5845,32,2,5,9,3,2,0,7,187.93,0.48,0.326,13.261,-1.036,12,0.375,0,0,1,0,1,0,1,0,1,946.358,1.72,13770099.017,-3.19,23.473,10.907,5.734,3,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,416.52,416.23,2.38,95.94,111.8,0.6087,0.6003,30,2,5,9,3,1,0,7,177.33,0.48,0.326,13.241,-0.948,6,0.2,0,0,2,2,1,0,1,1,1,753.22,1.682,6461476.064,-2.41,22.279,10.067,5.007,5,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,430.55,430.25,2.77,95.94,116.41,0.625,0.5851,31,2,5,9,3,1,0,7,183.69,0.48,0.326,13.353,-0.944,6,0.1935,0,0,2,2,1,0,1,1,1,768.493,1.696,10010552.554,-2.41,23.257,10.754,5.642,5,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,417.51,417.23,1.6,99.18,110.42,0.5909,0.6199,30,2,6,8,3,1,0,8,176.69,0.48,0.328,13.291,-0.986,6,0.2,0,0,2,2,2,0,2,2,1,741.548,1.735,5816449.964,-2.45,22.24,10.541,5.37,3,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,424.5,424.2,2.57,95.94,116.86,0.375,0.601,31,2,5,9,3,2,0,7,181.56,0.48,0.323,13.282,-1.088,12,0.3871,0,0,1,0,1,0,1,0,1,915.195,1.795,9162357.453,-3.19,22.494,10.724,5.917,2,0
CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,242.23,242.1,0.09,82.78,55.51,0.6667,0.6985,17,0,6,3,2,1,0,8,98.01,0.552,0.257,11.078,-0.683,5,0.2941,1,1,1,1,2,1,1,1,1,374.828,1.926,11787.737,-1.83,11.649,5.484,3.064,0,0
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,303.29,303.1,1.77,64.43,75.28,0.2667,0.7932,22,0,5,2,3,2,0,7,125.67,0.461,0.358,13.468,-0.539,11,0.5,0,0,1,0,2,1,1,0,1,769.388,2.197,119729.997,-2.7,14.246,5.25,2.144,0,0
CCOC(=O)n1ccn(C)c1=S,186.24,186.05,1.56,36.16,46.66,0.4286,0.6243,12,0,5,1,1,1,0,5,75.37,0.449,0.42,11.14,-0.428,5,0.4167,0,0,0,0,1,1,0,0,0,339.421,2.96,570.076,-1.1,8.992,3.532,1.555,0,0
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,452.6,452.27,5.22,78.87,131.12,0.4815,0.5167,33,2,4,10,3,2,0,6,196.5,0.493,0.339,13.071,-1.041,12,0.3636,0,0,1,1,1,0,1,1,1,950.888,1.796,20588512.495,-3.02,24.619,11.73,6.732,1,0
CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,397.52,397.23,4.93,48.95,117.14,0.4167,0.6504,29,1,5,9,3,2,0,5,173.18,0.49,0.161,5.831,0.596,12,0.4138,0,0,1,0,1,0,1,0,0,860.199,1.995,3770886.187,-2.82,20.903,10.099,4.969,0,0
CCOc1ccc(NC(C)=O)cc1,179.22,179.09,2.04,38.33,51.91,0.3,0.7707,13,1,2,3,1,1,0,3,77.72,0.494,0.221,10.681,-0.066,6,0.4615,0,0,0,0,0,0,0,0,1,279.481,2.636,831.114,-1.51,9.577,4.5,3.151,0,0
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,414.48,414.12,2.48,95.94,110.1,0.381,0.7301,29,2,5,5,4,2,0,8,171.94,0.493,0.327,13.181,-1.032,10,0.3448,0,0,2,2,2,0,2,2,2,1021.299,1.64,2994610.523,-2.74,19.571,6.947,3.021,3,0
CCOc1ccccc1OCC1CNCCO1,237.3,237.14,1.45,39.72,65.72,0.5385,0.8412,17,1,4,5,2,1,0,4,101.87,0.49,0.161,5.739,0.124,6,0.3529,0,0,1,1,1,0,1,1,0,337.191,1.883,11008.152,-1.26,12.204,6.469,3.611,1,1
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,408.52,408.17,2.34,99.88,108.64,0.4,0.5538,28,2,6,11,2,2,0,8,166.4,0.495,0.241,11.726,-3.842,12,0.4286,0,0,0,0,0,0,0,0,0,870.65,1.871,1280402.687,-2.29,22.004,10.308,6.4,1,0
CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,313.4,313.17,3.19,39.72,90.03,0.3684,0.8889,23,1,4,6,3,2,0,4,136.93,0.49,0.162,6.334,-0.175,12,0.5217,0,0,1,1,1,0,1,1,0,596.574,1.865,287746.953,-2.04,15.84,7.994,4.032,2,0
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,440.46,440.16,4.03,118.81,122.01,0.125,0.3921,33,2,7,7,5,5,0,9,188.23,0.478,0.337,11.819,-1.001,26,0.7879,0,0,0,0,2,2,0,0,0,1424.914,1.525,64441627.147,-4.53,20.377,8.541,3.801,0,0
CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,678.49,678.13,2.79,114.43,118.09,0.8,0.148,32,0,10,10,1,0,0,12,200.56,,,11.894,-1.141,0,0.0,0,0,1,1,1,0,1,1,0,725.563,3.441,4343307.673,-0.64,29.392,13.92,8.952,5,0
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,247.28,247.06,0.53,95.1,57.95,0.625,0.5585,16,0,6,5,1,1,0,8,93.17,0.358,0.342,11.283,-3.126,5,0.3125,1,1,0,0,1,1,0,0,0,491.382,2.892,3179.291,-1.44,12.629,4.602,2.783,0,0
CC[C@@H](C(N)=O)N1CCCC1=O,170.21,170.11,-0.13,63.4,44.22,0.75,0.641,12,1,2,3,1,0,0,4,71.71,0.368,0.24,11.197,-0.396,0,0.0,0,0,1,1,1,0,1,1,2,203.235,2.647,584.564,-1.06,9.031,3.559,1.571,1,0
CC[C@@H](CO)NCCN[C@@H](CC)CO,204.31,204.18,-0.29,64.52,58.34,1.0,0.3897,14,4,4,9,0,0,0,4,86.71,0.395,0.058,8.904,0.188,0,0.0,0,0,0,0,0,0,0,0,0,100.69,3.348,1217.454,-0.16,13.84,9.397,6.317,2,0
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,421.45,421.16,1.85,104.89,113.58,0.3478,0.4865,31,2,8,3,5,3,0,8,177.88,0.508,0.343,13.23,-1.841,16,0.5161,0,0,2,0,4,2,2,0,0,1327.262,1.749,12269942.158,-3.23,19.717,6.633,2.716,1,0
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,404.55,404.26,4.2,72.83,110.84,0.75,0.672,29,1,5,6,3,0,0,5,174.08,0.462,0.308,12.544,-0.597,0,0.0,0,0,3,1,1,0,1,1,0,666.182,1.74,2389463.979,-1.62,22.074,9.461,5.302,8,0
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,424.53,424.25,2.44,124.29,111.44,0.7391,0.3971,30,4,6,10,2,0,0,7,177.99,0.481,0.308,12.43,-1.095,0,0.0,0,0,2,0,0,0,0,0,0,655.937,2.09,2487572.54,-1.7,24.568,11.071,6.654,8,0
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,812.02,811.47,4.93,171.85,214.25,0.7209,0.1843,58,1,14,11,5,2,0,15,342.63,0.458,0.41,14.707,-1.401,11,0.1897,0,0,3,3,5,2,3,3,1,1740.315,1.433,2859184098270.078,-3.76,45.327,18.66,9.331,13,0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,837.06,836.52,2.21,216.89,212.47,0.9512,0.0778,58,5,17,13,3,0,0,17,345.08,0.459,0.311,14.323,-1.967,0,0.0,0,0,3,3,3,0,3,3,0,1303.813,2.22,814413428747.856,-1.58,50.774,21.476,12.072,18,0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,733.94,733.46,1.79,193.91,186.26,0.9459,0.2379,51,5,14,7,3,0,0,14,303.59,0.459,0.311,14.073,-1.994,0,0.0,0,0,3,3,3,0,3,3,0,1167.298,2.183,26903252120.267,-1.3,44.099,17.014,9.506,18,0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,749.0,748.51,1.9,180.08,194.18,0.9737,0.2385,52,5,14,7,3,0,0,14,311.56,0.459,0.311,14.198,-1.799,0,0.0,0,0,3,3,3,0,3,3,0,1143.3,2.175,41580665866.423,-1.01,45.38,17.847,10.043,18,0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,835.09,834.55,2.2,196.33,213.52,0.9762,0.1417,58,5,16,12,4,0,0,16,346.35,0.459,0.311,14.506,-1.638,0,0.0,0,0,4,4,4,0,4,4,0,1292.255,1.833,1088369865313.99,-1.09,49.564,20.397,11.099,20,0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,747.96,747.48,2.44,182.91,191.05,0.9474,0.2658,52,4,14,8,3,0,0,14,310.28,0.459,0.311,14.174,-1.965,0,0.0,0,0,3,3,3,0,3,3,0,1187.576,2.222,47935039872.769,-1.3,45.092,17.659,9.378,18,0
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,354.45,354.19,2.95,54.7,98.74,0.5714,0.8427,26,1,5,2,5,2,0,5,153.09,0.465,0.359,12.83,-1.63,9,0.3462,0,0,3,1,4,1,3,1,0,904.038,1.894,1527970.639,-1.85,16.333,5.333,1.802,3,0
CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,282.45,282.22,4.69,0.0,91.46,0.4,0.6741,21,0,0,6,2,2,1,1,129.38,0.326,0.087,2.377,0.478,12,0.5714,1,0,0,0,0,0,0,0,0,490.78,2.298,58217.561,-1.6,15.783,6.907,3.949,1,1
CC[N+](C)(C)Cc1ccccc1Br,243.17,242.05,3.05,0.0,60.5,0.4545,0.7156,13,0,0,3,1,1,1,2,89.09,0.325,0.105,3.568,1.03,6,0.4615,1,0,0,0,0,0,0,0,0,281.174,2.8,716.585,-0.34,10.739,4.248,3.125,0,0
