Drug,MolWt,ExactMolWt,MolLogP,TPSA,MolMR,FractionCSP3,qed,HeavyAtomCount,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumAromaticRings,FormalCharge,NumHeteroatoms,LabuteASA,MaxAbsPartialCharge,MinAbsPartialCharge,MaxEStateIndex,MinEStateIndex,NumAromaticAtoms,FractionAromaticAtoms,NumPositiveCharges,NumNegativeCharges,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumAliphaticHeterocycles,NumSaturatedHeterocycles,NumAmideBonds,BertzCT,BalabanJ,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters
Cc1ccc(N(CCO)CCO)cc1,195.26,195.13,0.79,43.7,57.56,0.4545,0.7296,14,2,3,5,1,1,0,3,84.6,0.395,0.061,8.856,0.105,6,0.4286,0,0,0,0,0,0,0,0,0,252.495,2.709,1522.503,-1.06,11.017,5.624,3.013,0,0
Cc1ccc(N(N)c2ccc(C)cc2)cc1,212.3,212.13,3.32,29.26,68.68,0.1429,0.6109,16,1,2,2,2,2,0,2,96.29,0.28,0.057,6.05,0.995,12,0.75,0,0,0,0,0,0,0,0,0,411.599,2.275,5153.11,-1.8,10.709,4.371,2.229,0,0
Cc1ccc(N(N=O)C2OCC(O)C(O)C2O)cc1,268.27,268.11,-0.08,102.59,67.21,0.5,0.5233,19,3,6,3,2,1,0,7,109.54,0.388,0.182,10.964,-1.428,6,0.3158,0,0,1,1,1,0,1,1,0,438.251,2.219,19545.25,-1.54,13.882,5.619,2.737,4,4
Cc1ccc(N)c(C)c1,121.18,121.09,1.89,26.02,40.33,0.25,0.521,9,1,1,0,1,1,0,1,55.5,0.399,0.034,5.589,0.876,6,0.6667,0,0,0,0,0,0,0,0,0,215.808,3.172,104.201,-0.98,6.145,2.095,1.224,0,0
Cc1ccc(N)c(N)c1,122.17,122.08,1.16,52.04,40.0,0.1429,0.5072,9,2,2,0,1,1,0,2,54.48,0.397,0.055,5.496,0.653,6,0.6667,0,0,0,0,0,0,0,0,0,218.156,3.172,104.201,-1.18,5.948,1.973,1.134,0,0
Cc1ccc(N)c(O)c1,123.16,123.07,1.28,46.25,37.26,0.1429,0.403,9,2,2,0,1,1,0,2,53.93,0.506,0.138,8.975,0.162,6,0.6667,0,0,0,0,0,0,0,0,0,220.156,3.172,104.201,-1.18,5.948,1.973,1.134,0,0
Cc1ccc(N)c(S(=O)(=O)O)c1,187.22,187.03,0.82,80.39,45.41,0.1429,0.5036,12,2,3,1,1,1,0,5,70.76,0.398,0.296,10.681,-4.181,6,0.5,0,0,0,0,0,0,0,0,0,397.113,3.434,341.536,-1.07,9.021,2.763,1.747,0,0
Cc1ccc(N)c([N+](=O)[O-])c1,152.15,152.06,1.49,69.16,42.25,0.1429,0.3762,11,1,3,1,1,1,0,4,63.79,0.393,0.292,10.3,-0.484,6,0.5455,1,1,0,0,0,0,0,0,0,296.492,3.232,267.189,-1.58,7.526,2.574,1.46,0,0
Cc1ccc(N)cc1,107.16,107.07,1.58,26.02,35.59,0.1429,0.5003,8,1,1,0,1,1,0,1,49.14,0.399,0.031,5.427,0.829,6,0.75,0,0,0,0,0,0,0,0,0,143.247,3.032,70.799,-0.98,5.162,1.865,0.997,0,0
Cc1ccc(N)cc1C,121.18,121.09,1.89,26.02,40.33,0.25,0.521,9,1,1,0,1,1,0,1,55.5,0.399,0.032,5.527,0.845,6,0.6667,0,0,0,0,0,0,0,0,0,215.808,3.172,104.201,-0.98,6.145,2.095,1.224,0,0
Cc1ccc(N)cc1N,122.17,122.08,1.16,52.04,40.0,0.1429,0.5072,9,2,2,0,1,1,0,2,54.48,0.399,0.036,5.541,0.72,6,0.6667,0,0,0,0,0,0,0,0,0,218.156,3.172,104.201,-1.18,5.948,1.973,1.134,0,0
Cc1ccc(N)cc1N=Nc1cc(N)ccc1C,240.31,240.14,3.88,76.76,75.36,0.1429,0.6168,18,2,4,2,2,2,0,4,106.34,0.399,0.091,5.729,0.679,12,0.6667,0,0,0,0,0,0,0,0,0,549.238,2.352,11619.127,-2.36,12.106,4.874,2.657,0,0
Cc1ccc(N)cc1N=[N+]([O-])c1cc(N)ccc1C,256.31,256.13,3.39,90.47,76.56,0.1429,0.3732,19,2,4,2,2,2,0,5,111.3,0.594,0.249,12.104,0.432,12,0.6316,1,1,0,0,0,0,0,0,0,649.889,2.479,17219.178,-2.56,12.886,4.974,2.822,0,0
Cc1ccc(N)cc1O,123.16,123.07,1.28,46.25,37.26,0.1429,0.5103,9,2,2,0,1,1,0,2,53.93,0.508,0.12,9.02,0.259,6,0.6667,0,0,0,0,0,0,0,0,0,220.156,3.172,104.201,-1.18,5.948,1.973,1.134,0,0
Cc1ccc(N)cc1[N+](=O)[O-],152.15,152.06,1.49,69.16,42.25,0.1429,0.3762,11,1,3,1,1,1,0,4,63.79,0.399,0.274,10.324,-0.439,6,0.5455,1,1,0,0,0,0,0,0,0,296.492,3.232,267.189,-1.58,7.526,2.574,1.46,0,0
Cc1ccc(N=C=O)cc1N=C=O,174.16,174.04,1.93,58.86,46.74,0.1111,0.5076,13,0,4,2,1,1,0,4,74.64,0.24,0.211,9.996,0.426,6,0.4615,0,0,0,0,0,0,0,0,0,413.623,3.25,893.361,-2.02,9.071,4.118,2.204,0,0
Cc1ccc(N=NN(C)C)cc1,163.22,163.11,2.56,27.96,49.38,0.3333,0.4861,12,0,2,2,1,1,0,3,72.7,0.285,0.087,3.998,0.884,6,0.5,0,0,0,0,0,0,0,0,0,261.607,2.707,496.108,-1.38,8.714,3.853,2.698,0,0
Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)c(S(=O)(=O)O)c1,386.39,386.06,4.21,136.62,97.74,0.0556,0.4536,27,3,6,4,3,3,0,9,153.73,0.505,0.339,11.567,-4.545,16,0.5926,0,0,0,0,0,0,0,0,0,1201.943,2.238,845356.428,-3.3,18.49,6.782,3.639,0,0
Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1S(=O)(=O)O,386.39,386.06,4.21,136.62,97.74,0.0556,0.4536,27,3,6,4,3,3,0,9,153.73,0.505,0.339,11.407,-4.428,16,0.5926,0,0,0,0,0,0,0,0,0,1201.943,2.172,850090.04,-3.3,18.49,6.782,3.639,0,0
Cc1ccc(N=Nc2c(O)c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)ccc23)c(C)c1,436.47,436.04,4.07,153.69,105.33,0.1111,0.4112,29,3,7,4,3,3,0,11,166.4,0.504,0.298,11.653,-4.856,16,0.5517,0,0,0,0,0,0,0,0,0,1379.075,2.312,1547880.158,-2.86,20.864,7.19,4.271,0,0
Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,276.34,276.13,5.58,44.95,85.7,0.1111,0.6102,21,1,3,2,3,3,0,3,123.14,0.506,0.143,10.046,0.141,16,0.7619,0,0,0,0,0,0,0,0,0,837.741,2.086,75263.748,-2.68,13.31,5.366,2.629,0,0
Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(S(=O)(=O)O)c1,342.38,342.07,4.52,99.32,90.78,0.0588,0.5398,24,2,5,3,3,3,0,7,138.4,0.506,0.296,11.501,-4.429,16,0.6667,0,0,0,0,0,0,0,0,0,1059.374,2.153,238611.45,-2.77,16.101,6.027,3.124,0,0
Cc1ccc(N=Nc2c(O)ccc3ccccc23)c([N+](=O)[O-])c1,307.31,307.1,5.18,88.09,87.62,0.0588,0.4106,23,1,5,3,3,3,0,6,131.43,0.506,0.296,11.119,-0.496,16,0.6957,1,1,0,0,0,0,0,0,0,935.515,2.113,185255.026,-3.28,14.649,5.842,2.868,0,0
Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1,262.31,262.11,5.27,44.95,80.97,0.0588,0.6281,20,1,3,2,3,3,0,3,116.78,0.506,0.143,9.977,0.138,16,0.8,0,0,0,0,0,0,0,0,0,776.602,2.056,52585.378,-2.68,12.359,5.132,2.382,0,0
Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1C,276.34,276.13,5.58,44.95,85.7,0.1111,0.6102,21,1,3,2,3,3,0,3,123.14,0.506,0.143,10.032,0.14,16,0.7619,0,0,0,0,0,0,0,0,0,837.741,2.062,76987.189,-2.68,13.31,5.366,2.629,0,0
Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,342.38,342.07,4.52,99.32,90.78,0.0588,0.5398,24,2,5,3,3,3,0,7,138.4,0.506,0.294,11.352,-4.333,16,0.6667,0,0,0,0,0,0,0,0,0,1059.374,2.083,239960.551,-2.77,16.101,6.027,3.124,0,0
Cc1ccc(N=Nc2ccc(C)c(N)c2)cc1N,240.31,240.14,3.88,76.76,75.36,0.1429,0.6168,18,2,4,2,2,2,0,4,106.34,0.398,0.088,5.812,0.717,12,0.6667,0,0,0,0,0,0,0,0,0,549.238,2.239,11844.386,-2.36,12.106,4.874,2.657,0,0
Cc1ccc(N=Nc2ccc(N(CCO)CCO)cc2)cc1,299.37,299.16,3.2,68.42,88.18,0.2941,0.7714,22,2,5,7,2,2,0,5,130.11,0.395,0.086,9.052,0.05,12,0.5455,0,0,0,0,0,0,0,0,0,588.306,2.056,105974.453,-2.24,16.136,8.263,4.648,0,0
Cc1ccc(N=[N+]([O-])c2ccc(C)c(N)c2)cc1N,256.31,256.13,3.39,90.47,76.56,0.1429,0.3732,19,2,4,2,2,2,0,5,111.3,0.594,0.246,11.927,0.391,12,0.6316,1,1,0,0,0,0,0,0,0,649.889,2.361,17582.804,-2.56,12.886,4.974,2.822,0,0
Cc1ccc(N=[N+]([O-])c2ccc(C)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],316.27,316.08,4.05,124.71,81.04,0.1429,0.3639,23,0,6,4,2,2,0,9,129.93,0.594,0.279,12.024,-0.594,12,0.5217,3,3,0,0,0,0,0,0,0,831.912,2.442,103976.59,-3.36,16.018,6.178,3.457,0,0
Cc1ccc(NC(=O)CBr)cc1,228.09,226.99,2.33,29.1,53.6,0.2222,0.773,12,1,1,2,1,1,0,3,80.11,0.325,0.235,10.908,-0.029,6,0.5,0,0,0,0,0,0,0,0,1,268.362,2.645,534.287,-0.83,9.26,4.259,2.66,0,0
Cc1ccc(NC(=O)N(C)C)cc1Cl,212.68,212.07,2.74,32.34,58.89,0.3,0.763,14,1,1,1,1,1,0,4,88.67,0.331,0.321,11.28,-0.162,6,0.4286,0,0,0,0,0,0,0,0,2,349.975,2.781,1115.779,-1.22,10.858,4.33,2.635,0,0
Cc1ccc(NC(=O)c2csc([N+](=O)[O-])c2)cc1,262.29,262.04,3.22,72.24,70.11,0.0833,0.6815,18,1,4,3,2,2,0,6,107.22,0.324,0.322,11.808,-0.507,11,0.6111,1,1,0,0,1,1,0,0,1,589.625,2.113,15288.414,-2.21,12.252,4.969,2.722,0,0
Cc1ccc(NC(N)=O)cc1,150.18,150.08,1.49,55.12,44.39,0.125,0.6256,11,2,1,1,1,1,0,3,65.21,0.351,0.316,10.365,-0.533,6,0.5455,0,0,0,0,0,0,0,0,2,253.299,2.736,285.511,-1.51,7.595,3.053,2.292,0,0
Cc1ccc(NC2OC[C@@H](O)[C@H](O)[C@H]2O)cc1,239.27,239.12,-0.15,81.95,62.56,0.5,0.5766,17,4,5,2,2,1,0,5,99.66,0.388,0.156,9.726,-1.188,6,0.3529,0,0,1,1,1,0,1,1,0,367.273,2.013,7472.417,-1.14,12.32,5.014,2.756,4,1
Cc1ccc(NCC2(O)OCC(O)C(O)C2O)cc1,269.3,269.13,-0.79,102.18,68.59,0.5385,0.4927,19,5,6,3,2,1,0,6,110.82,0.388,0.212,10.138,-1.927,6,0.3158,0,0,1,1,1,0,1,1,0,423.547,1.992,17367.455,-1.18,14.234,5.439,3.047,4,4
Cc1ccc(NCCCl)cc1,169.66,169.07,2.65,12.03,50.39,0.3333,0.6865,11,1,1,3,1,1,0,2,72.38,0.384,0.04,5.52,0.647,6,0.5455,0,0,0,0,0,0,0,0,0,205.308,2.519,358.719,-0.69,8.407,4.243,2.808,0,0
Cc1ccc(NCCO)cc1O,167.21,167.09,1.1,52.49,48.42,0.3333,0.6316,12,3,3,3,1,1,0,3,71.66,0.508,0.12,9.297,0.092,6,0.5,0,0,0,0,0,0,0,0,0,260.705,2.687,530.269,-1.22,8.873,3.97,2.134,0,0
Cc1ccc(NN=NCc2ccc([N+](=O)[O-])cc2)cc1,270.29,270.11,3.88,79.89,76.46,0.1429,0.5082,20,1,4,5,2,2,0,6,115.84,0.269,0.26,10.507,-0.426,12,0.6,1,1,0,0,0,0,0,0,0,606.076,1.864,36849.501,-2.76,13.667,6.419,3.875,0,0
Cc1ccc(NN=NCc2ccccc2)cc1,225.3,225.13,3.97,36.75,69.8,0.1429,0.6199,17,1,2,4,2,2,0,3,101.19,0.26,0.087,4.073,0.597,12,0.7059,0,0,0,0,0,0,0,0,0,474.58,1.841,10434.313,-2.16,11.329,5.797,3.719,0,0
Cc1ccc(NO)c(C)c1,137.18,137.08,2.1,32.26,41.33,0.25,0.5808,10,2,2,1,1,1,0,2,60.46,0.291,0.063,8.559,0.769,6,0.6,0,0,0,0,0,0,0,0,0,232.699,3.07,182.238,-1.02,7.091,2.709,1.277,0,0
Cc1ccc(NO)cc1,123.15,123.07,1.8,32.26,36.59,0.1429,0.5579,9,2,2,1,1,1,0,2,54.09,0.291,0.06,8.378,0.723,6,0.6667,0,0,0,0,0,0,0,0,0,180.613,2.882,129.225,-1.02,6.105,2.506,1.436,0,0
Cc1ccc(NO)cc1C,137.18,137.08,2.1,32.26,41.33,0.25,0.5808,10,2,2,1,1,1,0,2,60.46,0.291,0.06,8.503,0.739,6,0.6,0,0,0,0,0,0,0,0,0,232.699,3.044,192.956,-1.02,7.091,2.709,1.277,0,0
Cc1ccc(NO)cc1[N+](=O)[O-],168.15,168.05,1.7,75.4,43.24,0.1429,0.5202,12,2,4,2,1,1,0,5,68.75,0.291,0.274,10.386,-0.49,6,0.5,1,1,0,0,0,0,0,0,0,311.52,3.167,481.012,-1.62,8.476,3.185,1.511,0,0
Cc1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1,298.37,298.08,3.34,59.06,83.73,0.0625,0.8064,21,1,3,3,3,3,0,5,123.07,0.28,0.264,12.549,-3.665,16,0.7619,0,0,0,0,1,1,0,0,0,882.304,2.061,70119.582,-2.4,13.577,5.179,2.731,0,0
Cc1ccc(Nc2ccc(N)c3c2C(=O)c2ccccc2C3=O)c(S(=O)(=O)O)c1,408.44,408.08,3.34,126.56,108.44,0.0476,0.3504,29,3,6,3,4,3,0,8,166.48,0.398,0.296,13.137,-4.518,18,0.6207,0,0,1,0,0,0,0,0,0,1312.642,1.918,2940563.54,-3.49,18.854,6.541,3.079,0,0
Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,329.36,329.11,4.22,66.4,95.88,0.0476,0.5404,25,2,4,2,4,3,0,4,144.3,0.507,0.198,12.968,-0.338,18,0.72,0,0,1,0,0,0,0,0,0,1019.811,1.881,650793.744,-3.4,15.147,5.598,2.391,0,0
Cc1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1,228.25,228.09,3.65,55.17,67.56,0.0769,0.644,17,1,3,3,2,2,0,4,99.06,0.356,0.269,10.493,-0.407,12,0.7059,1,1,0,0,0,0,0,0,0,518.121,2.134,8155.013,-2.36,11.135,4.654,2.811,0,0
Cc1ccc(O)c(C)c1,122.17,122.07,2.01,20.23,37.58,0.25,0.5577,9,1,1,0,1,1,0,1,54.96,0.508,0.118,9.044,0.376,6,0.6667,0,0,0,0,0,0,0,0,0,215.808,3.172,104.201,-0.98,6.145,2.095,1.224,0,0
Cc1ccc(O)c(N)c1,123.16,123.07,1.28,46.25,37.26,0.1429,0.403,9,2,2,0,1,1,0,2,53.93,0.506,0.138,8.919,0.153,6,0.6667,0,0,0,0,0,0,0,0,0,220.156,3.172,104.201,-1.18,5.948,1.973,1.134,0,0
Cc1ccc(O)c(O)c1,124.14,124.05,1.41,40.46,34.51,0.1429,0.5131,9,2,2,0,1,1,0,2,53.38,0.504,0.157,8.85,-0.069,6,0.6667,0,0,0,0,0,0,0,0,0,218.156,3.172,104.201,-1.18,5.948,1.973,1.134,0,0
Cc1ccc(O)cc1,108.14,108.06,1.7,20.23,32.84,0.1429,0.5359,8,1,1,0,1,1,0,1,48.59,0.508,0.115,8.757,0.329,6,0.75,0,0,0,0,0,0,0,0,0,143.247,3.032,70.799,-0.98,5.162,1.865,0.997,0,0
Cc1ccc(O)cc1C,122.17,122.07,2.01,20.23,37.58,0.25,0.5577,9,1,1,0,1,1,0,1,54.96,0.508,0.115,8.938,0.345,6,0.6667,0,0,0,0,0,0,0,0,0,215.808,3.172,104.201,-0.98,6.145,2.095,1.224,0,0
Cc1ccc(OC(=O)N(C)N=O)c(C)c1C,222.24,222.1,2.72,58.97,60.24,0.3636,0.5706,16,0,4,2,1,1,0,5,93.96,0.438,0.409,11.302,-0.79,6,0.375,0,0,0,0,0,0,0,0,1,429.483,2.946,3122.816,-1.91,12.161,4.741,2.362,0,0
Cc1ccc(OCC2CO2)cc1,164.2,164.08,1.77,21.76,46.41,0.4,0.6349,12,0,2,3,2,1,0,2,72.11,0.491,0.119,5.46,0.339,6,0.5,0,0,1,1,1,0,1,1,0,249.046,1.889,1400.308,-1.02,7.62,3.152,1.983,1,1
Cc1ccc(OC[C@H]2CO2)cc1,164.2,164.08,1.77,21.76,46.41,0.4,0.6349,12,0,2,3,2,1,0,2,72.11,0.491,0.119,5.46,0.339,6,0.5,0,0,1,1,1,0,1,1,0,249.046,1.889,1400.308,-1.02,7.62,3.152,1.983,1,0
Cc1ccc(OP(=O)(Oc2ccc(C)cc2C)Oc2ccc(C)cc2C)c(C)c1,410.45,410.16,7.18,44.76,117.24,0.25,0.4038,29,0,4,6,3,3,0,5,172.63,0.647,0.386,13.766,-4.011,18,0.6207,0,0,0,0,0,0,0,0,0,951.531,1.999,2058517.582,-2.71,21.01,8.343,5.215,0,0
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2cccc(C)c2)cc1,368.37,368.12,6.26,44.76,103.03,0.1429,0.482,26,0,4,6,3,3,0,5,153.53,0.647,0.386,13.362,-3.94,18,0.6923,0,0,0,0,0,0,0,0,0,883.251,1.907,645551.139,-2.71,18.092,7.672,4.901,0,0
Cc1ccc(S(=O)(=O)N2C3c4ccccc4-c4ccccc4C32)cc1,347.44,347.1,4.46,37.15,97.56,0.1429,0.6418,25,0,2,2,5,3,0,4,147.15,0.244,0.207,13.218,-3.517,18,0.72,0,0,2,1,1,0,1,1,0,1035.389,1.672,1385306.659,-2.43,14.875,5.036,2.044,2,2
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,311.41,311.13,1.77,78.51,80.07,0.5,0.8916,21,2,4,3,2,1,0,7,125.1,0.343,0.27,12.073,-3.825,6,0.2857,0,0,1,1,1,0,1,1,2,575.987,1.956,50630.588,-1.6,15.783,6.907,4.714,0,0
Cc1ccc(S(=O)(=O)NC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,342.36,342.01,1.87,131.3,79.29,0.0909,0.6438,22,2,7,4,2,2,0,11,128.75,0.345,0.283,11.96,-4.025,11,0.5,1,1,0,0,1,1,0,0,2,813.263,2.068,75790.324,-2.53,15.851,6.072,3.767,0,0
Cc1ccc(S(=O)(=O)NC2CCCCC2)cc1,253.37,253.11,2.61,46.17,68.37,0.5385,0.8997,17,1,2,3,2,1,0,4,103.29,0.24,0.208,12.101,-3.327,6,0.3529,0,0,1,1,0,0,0,0,0,458.698,2.098,7471.415,-0.87,12.583,5.188,3.296,0,0
Cc1ccc(S(=O)(=O)NN)cc1,186.24,186.05,0.15,72.19,45.69,0.1429,0.5097,12,2,3,2,1,1,0,5,71.42,0.257,0.253,11.076,-3.487,6,0.5,0,0,0,0,0,0,0,0,0,355.498,3.142,451.614,-0.91,9.18,3.22,1.818,0,0
Cc1ccc(S(=O)(=O)O)c(C)c1,186.23,186.04,1.55,54.37,45.73,0.25,0.6768,12,1,2,1,1,1,0,4,71.79,0.294,0.282,10.721,-4.05,6,0.5,0,0,0,0,0,0,0,0,0,392.764,3.386,319.572,-0.87,9.22,2.878,1.836,0,0
Cc1ccc(S(=O)(=O)O)cc1C,186.23,186.04,1.55,54.37,45.73,0.25,0.6768,12,1,2,1,1,1,0,4,71.79,0.294,0.282,10.652,-4.042,6,0.5,0,0,0,0,0,0,0,0,0,392.764,3.327,347.981,-0.87,9.22,2.878,1.836,0,0
Cc1ccc(S(=O)(=O)OC(C)C)cc1,214.29,214.07,2.11,43.37,54.59,0.4,0.7237,14,0,3,3,1,1,0,4,84.84,0.297,0.264,11.532,-3.576,6,0.4286,0,0,0,0,0,0,0,0,0,389.88,2.99,944.986,-0.87,11.206,4.106,2.819,0,0
Cc1ccc(S(=O)(=O)OCC(C)C)cc1,228.31,228.08,2.36,43.37,59.15,0.4545,0.7429,15,0,3,4,1,1,0,4,91.2,0.296,0.266,11.626,-3.572,6,0.4,0,0,0,0,0,0,0,0,0,403.964,2.821,1690.507,-0.87,12.201,4.768,3.643,0,0
Cc1ccc(S(=O)(=O)OCC2CO2)cc1,228.27,228.05,1.1,55.9,54.06,0.4,0.5717,15,0,4,4,2,1,0,5,88.95,0.371,0.297,11.598,-3.612,6,0.4,0,0,1,1,1,0,1,1,0,430.995,2.091,4687.306,-0.91,10.603,3.921,2.774,1,1
Cc1ccc(S(=O)(=O)OCc2ccc([N+](=O)[O-])cc2)cc1,307.33,307.05,2.81,86.51,76.25,0.1429,0.4814,21,0,5,5,2,2,0,7,121.82,0.297,0.262,11.962,-3.836,12,0.5714,1,1,0,0,0,0,0,0,0,735.939,2.075,45333.001,-2.25,15.145,6.025,3.866,0,0
Cc1ccc(S(=O)(=O)OCc2ccccc2)cc1,262.33,262.07,2.9,43.37,69.6,0.1429,0.7957,18,0,3,4,2,2,0,4,107.17,0.297,0.262,11.895,-3.675,12,0.6667,0,0,0,0,0,0,0,0,0,601.247,2.106,12847.836,-1.65,12.798,5.331,3.182,0,0
Cc1ccc(S(=O)(=O)Oc2ccc(/N=N/c3ccc(-c4ccc(/N=N/c5c(O)ccc6cc(S(=O)(=O)O)cc(S(=O)(=O)O)c56)c(C)c4)cc3C)cc2)cc1,786.87,786.11,9.23,221.78,200.38,0.0811,0.0678,54,3,12,10,6,6,0,17,310.33,0.506,0.339,12.589,-5.044,34,0.6296,0,0,0,0,0,0,0,0,0,2841.806,1.199,427979994846.536,-5.85,37.892,14.524,8.349,0,0
Cc1ccc(S(=O)(=O)n2ncc(Cl)c(Cl)c2=O)cc1,319.17,317.96,2.1,69.03,72.28,0.0909,0.8498,19,0,5,2,2,2,0,8,119.0,0.301,0.265,12.228,-4.076,12,0.6316,0,0,0,0,1,1,0,0,0,782.578,2.673,15510.89,-1.37,14.048,4.956,2.514,0,0
Cc1ccc([C@@H]2CO2)cc1,134.18,134.07,2.07,12.53,39.87,0.3333,0.5355,10,0,1,1,2,1,0,1,60.63,0.368,0.106,5.134,0.403,6,0.6,0,0,1,1,1,0,1,1,0,220.989,2.275,520.971,-0.82,5.927,2.097,1.047,1,0
Cc1ccc([N+]#N)cc1,119.15,119.06,2.48,28.15,35.92,0.1429,0.482,9,0,1,0,1,1,1,2,53.76,0.385,0.051,8.253,0.598,6,0.6667,1,0,0,0,0,0,0,0,0,230.088,3.056,129.225,-1.36,5.771,2.273,1.263,0,0
Cc1ccc([N+](=O)[O-])c(C(=O)O)c1,181.15,181.04,1.6,80.44,44.79,0.125,0.5546,13,1,3,2,1,1,0,5,73.77,0.477,0.342,10.574,-1.282,6,0.4615,1,1,0,0,0,0,0,0,0,372.407,3.349,665.659,-1.91,9.18,3.22,1.812,0,0
Cc1ccc([N+](=O)[O-])c(C)c1,151.17,151.06,2.21,43.14,42.57,0.25,0.4558,11,0,2,1,1,1,0,3,64.81,0.272,0.258,10.339,-0.366,6,0.5455,1,1,0,0,0,0,0,0,0,294.144,3.196,252.107,-1.38,7.724,2.698,1.548,0,0
Cc1ccc([N+](=O)[O-])c(C)c1[N+](=O)[O-],196.16,196.05,2.12,86.28,49.22,0.25,0.535,14,0,4,2,1,1,0,6,79.47,0.282,0.258,10.6,-0.623,6,0.4286,2,2,0,0,0,0,0,0,0,414.047,3.487,970.564,-1.98,10.103,3.407,1.538,0,0
Cc1ccc([N+](=O)[O-])c(N)c1,152.15,152.06,1.49,69.16,42.25,0.1429,0.3762,11,1,3,1,1,1,0,4,63.79,0.393,0.292,10.259,-0.491,6,0.5455,1,1,0,0,0,0,0,0,0,296.492,3.196,252.107,-1.58,7.526,2.574,1.46,0,0
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,182.13,182.03,1.81,86.28,44.49,0.1429,0.515,13,0,4,2,1,1,0,6,73.1,0.346,0.258,10.38,-0.766,6,0.4615,2,2,0,0,0,0,0,0,0,374.755,3.349,665.659,-1.98,9.111,3.177,1.782,0,0
Cc1ccc([N+](=O)[O-])c2c(NCCCN(C)C)c3ccccc3nc12,338.41,338.17,3.97,71.3,102.3,0.3158,0.3186,25,1,5,6,3,3,0,6,146.17,0.384,0.28,11.577,-0.33,14,0.56,1,1,0,0,1,1,0,0,0,937.499,2.202,437689.862,-2.73,17.105,7.025,3.39,0,0
Cc1ccc([N+](=O)[O-])c2ccccc12,187.2,187.06,3.06,43.14,55.34,0.0909,0.5083,14,0,2,1,2,2,0,3,81.13,0.277,0.258,10.732,-0.345,10,0.7143,1,1,0,0,0,0,0,0,0,505.614,2.883,1862.135,-1.9,8.687,3.104,1.228,0,0
Cc1ccc([N+](=O)[O-])cc1,137.14,137.05,1.9,43.14,37.83,0.1429,0.4379,10,0,2,1,1,1,0,3,58.45,0.269,0.258,10.118,-0.403,6,0.6,1,1,0,0,0,0,0,0,0,240.288,3.003,180.913,-1.38,6.736,2.473,1.313,0,0
Cc1ccc([N+](=O)[O-])cc1C,151.16,151.06,2.21,43.14,42.57,0.25,0.4558,11,0,2,1,1,1,0,3,64.81,0.269,0.258,10.27,-0.382,6,0.5455,1,1,0,0,0,0,0,0,0,294.144,3.152,271.813,-1.38,7.724,2.698,1.548,0,0
Cc1ccc([N+](=O)[O-])cc1C(=O)O,181.15,181.04,1.6,80.44,44.79,0.125,0.5546,13,1,3,2,1,1,0,5,73.77,0.478,0.336,10.574,-1.152,6,0.4615,1,1,0,0,0,0,0,0,0,372.407,3.267,675.816,-1.91,9.18,3.22,1.812,0,0
Cc1ccc([N+](=O)[O-])cc1N,152.15,152.06,1.49,69.16,42.25,0.1429,0.3762,11,1,3,1,1,1,0,4,63.79,0.398,0.271,10.214,-0.462,6,0.5455,1,1,0,0,0,0,0,0,0,296.492,3.152,271.813,-1.58,7.526,2.574,1.46,0,0
Cc1ccc([N+](=O)[O-])cc1N=O,166.14,166.04,2.3,72.57,43.29,0.1429,0.384,12,0,4,2,1,1,0,5,68.14,0.271,0.258,10.242,-0.561,6,0.5,1,1,0,0,0,0,0,0,0,335.423,3.221,482.836,-1.78,8.318,3.081,1.445,0,0
Cc1ccc([N+](=O)[O-])cc1N=[N+]([O-])c1cc([N+](=O)[O-])ccc1C,316.27,316.08,4.05,124.71,81.04,0.1429,0.3639,23,0,6,4,2,2,0,9,129.93,0.594,0.276,12.201,-0.616,12,0.5217,3,3,0,0,0,0,0,0,0,831.912,2.519,105128.489,-3.36,16.018,6.178,3.457,0,0
