Drug_ID,Drug,Y,task_label
TOX1104,ClC(Cl)C(Cl)(Cl)Cl,0.0,NR-ER-LBD
TOX17649,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,0.0,NR-ER-LBD
TOX24241,CCCCC(C)C(=O)O,0.0,NR-ER-LBD
TOX5337,NC=O,0.0,NR-ER-LBD
TOX3271,CC(=O)OC(C)C[N+](C)(C)C,0.0,NR-ER-LBD
TOX17582,CCS(=O)(=O)CCSP(=O)(OC)OC,0.0,NR-ER-LBD
TOX6739,O=C(Cl)OCCOCCOC(=O)Cl,0.0,NR-ER-LBD
TOX4263,O=P(O)(O)O,0.0,NR-ER-LBD
TOX9600,C=C(C)C(N)=O,0.0,NR-ER-LBD
TOX27535,CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(OC(=O)CCC)C(=O)OCCCCCC,0.0,NR-ER-LBD
TOX4676,C=CC(=O)OCCCC,0.0,NR-ER-LBD
TOX4670,O=C(O)CC(C(=O)O)C(CC(=O)O)C(=O)O,0.0,NR-ER-LBD
TOX24973,CCCCC(CC)C(=O)OC(C)C,0.0,NR-ER-LBD
TOX24975,CC(O)CN(CCCN(C)C)CCCN(C)C,0.0,NR-ER-LBD
TOX24974,CN(C)CCCNCCCN(C)C,0.0,NR-ER-LBD
TOX9617,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.0,NR-ER-LBD
TOX6130,CCC[N+](CCC)(CCC)CCC,0.0,NR-ER-LBD
TOX2730,C[N+](C)(C)CCOC(N)=O,0.0,NR-ER-LBD
TOX1648,CC(=O)CCC(=O)O,0.0,NR-ER-LBD
TOX1643,CCCCCCCC=O,0.0,NR-ER-LBD
TOX1642,CCCCCCCCCCCCCCCCCC(=O)O,1.0,NR-ER-LBD
TOX1641,CCCCCCCCC(=O)O,0.0,NR-ER-LBD
TOX1640,O=C(O)CCCCCCCC(=O)O,1.0,NR-ER-LBD
TOX1647,CCCC(=O)C(=O)O,0.0,NR-ER-LBD
TOX1646,O=C(O)CC(=O)C(=O)O,0.0,NR-ER-LBD
TOX1645,CCCCCCCC(=O)O,0.0,NR-ER-LBD
TOX927,CCCCN(CCCC)C(=S)S[Ni]SC(=S)N(CCCC)CCCC,0.0,NR-ER-LBD
TOX928,[Ni+2],0.0,NR-ER-LBD
TOX28629,CCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,0.0,NR-ER-LBD
TOX1917,CCCCCC,0.0,NR-ER-LBD
TOX1916,CCCCCC(C)=O,0.0,NR-ER-LBD
TOX1915,CCOC(=O)CCCCCCCCC(=O)OCC,0.0,NR-ER-LBD
TOX1914,CC(=O)CCC(C)C,0.0,NR-ER-LBD
TOX7774,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Fe+3],0.0,NR-ER-LBD
TOX7770,C=CC(=O)NC(C)(C)CS(=O)(=O)O,0.0,NR-ER-LBD
TOX7773,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,1.0,NR-ER-LBD
TOX7772,CC(CN)CCCN,0.0,NR-ER-LBD
TOX210,CCCCN(CCCCO)N=O,0.0,NR-ER-LBD
TOX213,CCCCN(N=O)C(=N)N[N+](=O)[O-],0.0,NR-ER-LBD
TOX7615,CC(Cl)COP(=O)(OCC(C)Cl)OCC(C)Cl,0.0,NR-ER-LBD
TOX29286,CCOC(=O)C(Cl)C(C)=O,0.0,NR-ER-LBD
TOX29282,COC(=O)C(C)=O,0.0,NR-ER-LBD
TOX6691,CC(=O)OCC(COC(C)=O)OC(C)=O,0.0,NR-ER-LBD
TOX6694,CCCCC(CC)COC(C)=O,0.0,NR-ER-LBD
TOX6697,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,0.0,NR-ER-LBD
TOX26348,N[C@@H](COP(=O)(O)O)C(=O)O,0.0,NR-ER-LBD
TOX11591,COCC(=O)O,0.0,NR-ER-LBD
TOX26345,NC(=O)CC[C@@H](N)C(=O)O,0.0,NR-ER-LBD
TOX26347,CC(C)C[C@@H](N)C(=O)O,0.0,NR-ER-LBD
TOX1346,NNC(N)=S,0.0,NR-ER-LBD
TOX24881,COC(=O)NCCC[Si](OC)(OC)OC,0.0,NR-ER-LBD
TOX24880,CCCOCCOCCOCCO,0.0,NR-ER-LBD
TOX24883,CCCCS(=O)(=O)Cl,0.0,NR-ER-LBD
TOX24882,C=C(C)C(=O)OCCOCCOC(=O)C(=C)C,0.0,NR-ER-LBD
TOX24888,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Ba+2],0.0,NR-ER-LBD
TOX1348,NC(N)=S,0.0,NR-ER-LBD
TOX9110,CCC(C)(O)CCCC(C)C,0.0,NR-ER-LBD
TOX7188,CC(=O)OC(C)OC(C)=O,0.0,NR-ER-LBD
TOX7186,CCOC(=O)Cl,0.0,NR-ER-LBD
TOX3875,NS(=O)(=O)[O-],0.0,NR-ER-LBD
TOX307,COCCl,0.0,NR-ER-LBD
TOX17511,CCOP(=S)(OCC)SCCl,0.0,NR-ER-LBD
TOX5318,C=CC(=O)CC,0.0,NR-ER-LBD
TOX29341,CC[Ge](Cl)(CC)CC,0.0,NR-ER-LBD
TOX4209,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,1.0,NR-ER-LBD
TOX584,CCO,0.0,NR-ER-LBD
TOX27614,CC(C)=CCC/C(C)=C/COC=O,0.0,NR-ER-LBD
TOX24598,CC(C)(CO)C(O)C(=O)NCCCO,0.0,NR-ER-LBD
TOX7407,CCOP(=O)(Cl)Cl,0.0,NR-ER-LBD
TOX7400,COC(C)(OC)OC,0.0,NR-ER-LBD
TOX11294,CCOCC(=O)O,0.0,NR-ER-LBD
TOX27517,CCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCC,0.0,NR-ER-LBD
TOX27511,CCCCCCCCCCCCCCCC(=O)OCC,0.0,NR-ER-LBD
TOX27519,CCCCCCOC(=O)C(C)C,0.0,NR-ER-LBD
TOX5557,COC(C)(C)CC(C)=O,0.0,NR-ER-LBD
TOX9329,COC(C)COC(C)COC(C)CO,0.0,NR-ER-LBD
TOX5122,COC(=O)CCCC(=O)OC,0.0,NR-ER-LBD
TOX21918,OCCOCC#CCOCCO,0.0,NR-ER-LBD
TOX21914,NCCOCCN,0.0,NR-ER-LBD
TOX21916,CCCCOC(=O)C(=O)OCCCC,0.0,NR-ER-LBD
TOX21917,OCCN(CCO)CCN(CCO)CCO,0.0,NR-ER-LBD
TOX1597,CCCCCCC=O,0.0,NR-ER-LBD
TOX1590,CCCCCCCCCCCC(=O)O,0.0,NR-ER-LBD
TOX901,O=C(O)CCl,0.0,NR-ER-LBD
TOX24698,CCC(C)SSC(C)CC,0.0,NR-ER-LBD
TOX24697,C#CC(O)C(CC)CCCC,0.0,NR-ER-LBD
TOX1665,CCCCCCCCCCCCCC=O,0.0,NR-ER-LBD
TOX1667,O=CC(Br)(Br)Br,1.0,NR-ER-LBD
TOX1666,CCCCCCCCCCCCCC(=O)O,0.0,NR-ER-LBD
TOX1668,O=C(O)C(Br)(Br)Br,0.0,NR-ER-LBD
TOX1937,CCCCCCCO,0.0,NR-ER-LBD
TOX1936,N#CCCCCC#N,0.0,NR-ER-LBD
TOX1931,CCCCCCO,0.0,NR-ER-LBD
TOX1930,CCCCCCN,0.0,NR-ER-LBD
TOX1932,OCCNCCO,0.0,NR-ER-LBD
TOX7798,C=C(C)CNCC,0.0,NR-ER-LBD
TOX7797,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC,0.0,NR-ER-LBD
TOX7792,CC[Si](OC(C)=O)(OC(C)=O)OC(C)=O,0.0,NR-ER-LBD
TOX13276,CCCOCC(C)OCC(C)O,0.0,NR-ER-LBD
TOX24527,O=C(CS)OCCOC(=O)CS,0.0,NR-ER-LBD
TOX24522,CCN(CC)C(=O)N(CC)CC,0.0,NR-ER-LBD
TOX279,C=C(C)CCl,0.0,NR-ER-LBD
TOX29111,CCCCCCCCCCl,0.0,NR-ER-LBD
TOX5492,CCCCCCCCCCCCCl,0.0,NR-ER-LBD
TOX5491,CCCCCCCCCCCC(=O)N(CCO)CCO,0.0,NR-ER-LBD
TOX6946,C=CC(C)(CCC=C(C)C)OC(C)=O,0.0,NR-ER-LBD
TOX6943,OCC(CO)(CO)CO,0.0,NR-ER-LBD
TOX14091,CCCCC(=O)Cl,0.0,NR-ER-LBD
TOX29807,CC(=O)N[C@H]([C@@H](O)CC(=O)C(=O)O)[C@@H](O)[C@H](O)[C@H](O)CO,0.0,NR-ER-LBD
TOX26360,CCCCCCC(=O)CCCCCC/C=C/C[C@@H](O)[C@H](O)[C@@](N)(CO)C(=O)O,0.0,NR-ER-LBD
TOX27187,CCC(=O)OCCC(C)CCC=C(C)C,1.0,NR-ER-LBD
TOX27183,CCCCCCCCCCCC(=O)O.OCCN(CCO)CCO,0.0,NR-ER-LBD
TOX27182,CCCCCCCCC(=O)OCC(C)OC(=O)CCCCCCCC,0.0,NR-ER-LBD
TOX27189,CCCCCCCCCCOC(C)=O,0.0,NR-ER-LBD
TOX1322,CCN(CC)C(=S)SSC(=S)N(CC)CC,0.0,NR-ER-LBD
TOX1499,CCC(C)Br,0.0,NR-ER-LBD
TOX1496,N#CCBr,0.0,NR-ER-LBD
TOX1495,O=C(O)CBr,0.0,NR-ER-LBD
TOX13511,O=S(=O)(O)F,0.0,NR-ER-LBD
TOX13519,O=C(Cl)/C=C/C(=O)Cl,0.0,NR-ER-LBD
TOX24202,CCCCCCCCOC(C)=O,0.0,NR-ER-LBD
TOX24200,O=C(O)CCSCCC(=O)O,0.0,NR-ER-LBD
TOX2676,CC(C[N+](C)(C)C)OC(N)=O,0.0,NR-ER-LBD
TOX5371,FC(F)(F)C(Cl)Br,0.0,NR-ER-LBD
TOX3235,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.0,NR-ER-LBD
TOX6773,CC(O)CCO,0.0,NR-ER-LBD
TOX6775,O=C(O)CCS,0.0,NR-ER-LBD
TOX4222,N=C(N)N[N+](=O)[O-],0.0,NR-ER-LBD
TOX4955,CC(C)(C)OOC(C)(C)C,0.0,NR-ER-LBD
TOX4952,CCCCNCCCC,0.0,NR-ER-LBD
TOX4953,CCCCN(CCO)CCCC,0.0,NR-ER-LBD
TOX24667,CC(C)(C)NCCNC(C)(C)C,0.0,NR-ER-LBD
TOX28562,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(=O)OC/C=C(\C)CCC=C(C)C,0.0,NR-ER-LBD
TOX7427,CN(C)CCOCCO,0.0,NR-ER-LBD
TOX27578,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,0.0,NR-ER-LBD
TOX27579,CC/C=C\CCOC(=O)CC,0.0,NR-ER-LBD
TOX493,CO[PH](=O)OC,0.0,NR-ER-LBD
TOX27574,C=CC(C)(CCC=C(C)C)OC(=O)CC,0.0,NR-ER-LBD
TOX8010,CCOC(=O)CC([O-])C(=O)OCC,0.0,NR-ER-LBD
TOX8015,C=CC(=O)OCC(C)OCC(C)OCC(C)OC(=O)C=C,1.0,NR-ER-LBD
TOX5577,C/C=C(/C)C#N,0.0,NR-ER-LBD
TOX8016,C=CC(=O)OCC[N+](C)(C)C,0.0,NR-ER-LBD
TOX9302,CCCCCC(CO)CCC,0.0,NR-ER-LBD
TOX6173,CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O,0.0,NR-ER-LBD
TOX6174,C=CCN(CC=C)CC=C,0.0,NR-ER-LBD
TOX5141,O=C(NCO)NCO,0.0,NR-ER-LBD
TOX10060,CC(C)(Cl)Cl,0.0,NR-ER-LBD
TOX25942,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,0.0,NR-ER-LBD
TOX7228,C=CCCC#N,0.0,NR-ER-LBD
TOX7227,C=CC/C=C/C,0.0,NR-ER-LBD
TOX7223,CCCCOC(=O)CC,0.0,NR-ER-LBD
TOX3936,CCSC(=O)N(CC(C)C)CC(C)C,0.0,NR-ER-LBD
TOX1689,CCCCCCCCCCC,0.0,NR-ER-LBD
TOX1688,CCCCCCCCCCC=O,0.0,NR-ER-LBD
TOX1684,CCCCCCCCCCCCC(=O)O,0.0,NR-ER-LBD
TOX1683,O=C(O)CCCCCCCCCCCC(=O)O,0.0,NR-ER-LBD
TOX1680,O=C(CCl)C(Cl)Cl,1.0,NR-ER-LBD
TOX7364,CCCCCCCC(=O)N(C)C,0.0,NR-ER-LBD
TOX13701,CN(C)CCCCCCN(C)C,0.0,NR-ER-LBD
TOX24549,N#C[Au-]C#N,1.0,NR-ER-LBD
TOX250,ClC(Cl)(Cl)Cl,0.0,NR-ER-LBD
TOX252,CCC(Br)(CC)C(=O)NC(N)=O,0.0,NR-ER-LBD
TOX21321,CC(O)C(C)O,0.0,NR-ER-LBD
TOX29136,CCCCCCCCCCCCCCCCCBr,0.0,NR-ER-LBD
TOX21490,C/C=C(\C)C(C)=O,0.0,NR-ER-LBD
TOX6564,CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,0.0,NR-ER-LBD
TOX5963,CCCSC(=O)Cl,0.0,NR-ER-LBD
TOX5967,CC(O)COC(C)(C)C,0.0,NR-ER-LBD
TOX26560,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,0.0,NR-ER-LBD
TOX26566,C=CCCCCCCCCC(=O)OC,0.0,NR-ER-LBD
TOX3192,CC(O)C(=O)O,0.0,NR-ER-LBD
TOX27681,CCC(=O)C(=O)CC,0.0,NR-ER-LBD
TOX1307,ClC=CCCl,0.0,NR-ER-LBD
TOX1304,NCCS(=O)(=O)O,0.0,NR-ER-LBD
TOX7635,CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C,1.0,NR-ER-LBD
TOX681,CCCCCCCN,0.0,NR-ER-LBD
TOX21861,CCOP(O)OCC,0.0,NR-ER-LBD
TOX24958,C[Si](C)(C)O[Si](O)(O)O,0.0,NR-ER-LBD
TOX24951,C=C(C)C(=O)OCCOP(=O)(O)O,0.0,NR-ER-LBD
TOX6091,FC(Cl)(Cl)C(F)(Cl)Cl,0.0,NR-ER-LBD
TOX9848,CCC(CC)C(C)CCOC(C)=O,0.0,NR-ER-LBD
TOX5355,O=CCCCC=O,0.0,NR-ER-LBD
TOX21126,N#C[Fe-2](C#N)(C#N)(C#N)(C#N)N=O,0.0,NR-ER-LBD
TOX12624,C#CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C,0.0,NR-ER-LBD
TOX12627,COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)OC(C)C,0.0,NR-ER-LBD
TOX16288,CCCCCCCCCCC(CO)CCCCCCCC,0.0,NR-ER-LBD
TOX7050,CN(C)C(=S)[S-],0.0,NR-ER-LBD
TOX7443,C=CC(=O)NCOCCCC,0.0,NR-ER-LBD
TOX7449,CCCCCCCCCC#N,0.0,NR-ER-LBD
TOX29309,ClCCCCBr,0.0,NR-ER-LBD
TOX29308,CCCCCCCCCCCBr,0.0,NR-ER-LBD
TOX29307,CCCCCCCCCBr,0.0,NR-ER-LBD
TOX27552,CCCCCCOC(=O)CCCCC,0.0,NR-ER-LBD
TOX27553,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,NR-ER-LBD
TOX27556,CC=C(C)C(=O)OCCC(C)CCC=C(C)C,0.0,NR-ER-LBD
TOX27558,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,NR-ER-LBD
TOX27559,CCCCCCOC(=O)CCC,0.0,NR-ER-LBD
TOX22089,CCCCCCCCCCCCSC#N,0.0,NR-ER-LBD
TOX9679,Cl[Sn](Cl)(Cl)Cl,0.0,NR-ER-LBD
TOX9671,CC(O)(P(=O)([O-])O)P(=O)([O-])O,0.0,NR-ER-LBD
TOX9677,O=[Si]=O,0.0,NR-ER-LBD
TOX22335,CCCCOC(=O)[C@H](C)O,0.0,NR-ER-LBD
TOX22337,CCCOC(=O)CC,0.0,NR-ER-LBD
TOX22338,CC(COC(C)(C)C)OCCCO,0.0,NR-ER-LBD
TOX2254,CCOP(=S)(OCC)SCSC(C)(C)C,0.0,NR-ER-LBD
TOX1519,CCCCOCCOCCO,0.0,NR-ER-LBD
TOX1518,O=C(O)/C=C/C(=O)O,1.0,NR-ER-LBD
TOX1517,O=C(O)/C=C\C(=O)O,0.0,NR-ER-LBD
TOX1516,CCC(C)=O,0.0,NR-ER-LBD
TOX1515,CCCC(=O)O,0.0,NR-ER-LBD
TOX1513,CCCC=O,0.0,NR-ER-LBD
TOX7201,CCC(=O)OC,0.0,NR-ER-LBD
TOX7204,CN=C=S,0.0,NR-ER-LBD
TOX7206,CC(C)=CCO,0.0,NR-ER-LBD
TOX3914,COP(=O)(OC)O/C(C)=C/C(=O)N(C)C,0.0,NR-ER-LBD
TOX3917,ClCCOCOCCCl,0.0,NR-ER-LBD
TOX520,CC(C)=CCl,1.0,NR-ER-LBD
TOX24564,CN(C)CCCN(C)CCCN(C)C,0.0,NR-ER-LBD
TOX24565,NCCCOCCOCCOCCCN,0.0,NR-ER-LBD
TOX505,CN(C)CCO,0.0,NR-ER-LBD
TOX508,C[As](C)(=O)O,0.0,NR-ER-LBD
TOX11863,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,NR-ER-LBD
TOX11862,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,NR-ER-LBD
TOX11860,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,NR-ER-LBD
TOX11865,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,NR-ER-LBD
TOX11864,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,NR-ER-LBD
TOX26095,CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,0.0,NR-ER-LBD
TOX26548,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,NR-ER-LBD
TOX7589,CCCCOCC(C)O,0.0,NR-ER-LBD
TOX7586,C=C(C)C(=O)OCC[N+](C)(C)C,0.0,NR-ER-LBD
TOX7857,CC(C)C(=O)OCC(C)(C)C(O)C(C)C,0.0,NR-ER-LBD
TOX4176,C=C(C)C#N,0.0,NR-ER-LBD
TOX4177,COP(N)(=O)SC,0.0,NR-ER-LBD
TOX4174,CCCCSP(=O)(SCCCC)SCCCC,0.0,NR-ER-LBD
TOX27058,CCOC(=O)CCC(C)=O,0.0,NR-ER-LBD
TOX17580,CNC(=O)CSP(=O)(OC)OC,0.0,NR-ER-LBD
TOX27051,C=CC(C)=CCC=C(C)C,0.0,NR-ER-LBD
TOX27057,CCOC(=O)CC(C)C,0.0,NR-ER-LBD
TOX27056,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,0.0,NR-ER-LBD
TOX24972,C=C(C)C(=O)OCCCCCCCCCCOC(=O)C(=C)C,0.0,NR-ER-LBD
TOX24793,O=S(=O)([O-])CC(O)CCl,0.0,NR-ER-LBD
TOX24976,C=CCOCC(CC)(CO)COCC=C,0.0,NR-ER-LBD
TOX24978,CCC(C)(CCC(C)C)C(=O)O[Sn](C)(C)OC(=O)C(C)(CC)CCC(C)C,0.0,NR-ER-LBD
TOX24798,CC(C)CP(=S)([S-])CC(C)C,0.0,NR-ER-LBD
TOX2188,CCCCCCCCCCCC#N,0.0,NR-ER-LBD
TOX2186,C=C(C)C(=O)OCCOCC,0.0,NR-ER-LBD
TOX12358,CCNC(=O)NC(=O)/C(C#N)=N/OC,0.0,NR-ER-LBD
TOX3588,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.0,NR-ER-LBD
TOX7076,CCCCCCCCCCCCOS(=O)(=O)O.OCCN(CCO)CCO,0.0,NR-ER-LBD
TOX4918,C=CCNCC=C,0.0,NR-ER-LBD
TOX4911,CCCCC/C=C/C=C/C=O,0.0,NR-ER-LBD
TOX4913,CCCCCCCCCC,0.0,NR-ER-LBD
TOX4915,C=C(C)C(=O)OCCCCCCCCCC,0.0,NR-ER-LBD
TOX4916,C=CC(=O)NC(C)(C)CC(C)=O,0.0,NR-ER-LBD
TOX4917,CC(=O)CC(C)(C)O,0.0,NR-ER-LBD
TOX17207,O=C([O-])C(Cl)Cl,0.0,NR-ER-LBD
TOX7461,NNC(=S)NN,0.0,NR-ER-LBD
TOX21514,CCCCC/C=C\CCC=O,0.0,NR-ER-LBD
TOX21519,CCCC(C)C(O)CC,0.0,NR-ER-LBD
TOX27202,C=C/C(C)=C/C/C=C(\C)CCC=C(C)C,0.0,NR-ER-LBD
TOX8726,CCCCCCCCCCCCCCOS(=O)(=O)[O-],0.0,NR-ER-LBD
TOX6841,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,0.0,NR-ER-LBD
TOX6842,CCCCCCCCCC(=O)OC,0.0,NR-ER-LBD
TOX292,O=CCCl,0.0,NR-ER-LBD
TOX4726,NC(N)=O.OO,0.0,NR-ER-LBD
TOX4724,CCCCCCCC(=O)Cl,0.0,NR-ER-LBD
TOX7263,CCCCCOC(C)=O,0.0,NR-ER-LBD
TOX7267,CCCCCCCCCCCCCC,0.0,NR-ER-LBD
TOX7266,CCCCCCCCCCCCC,0.0,NR-ER-LBD
TOX7265,OCCCCCCO,0.0,NR-ER-LBD
TOX7269,C=CCCCCCCCCCCCCCC,0.0,NR-ER-LBD
TOX7268,CCCCCCCCCCCCCCC,0.0,NR-ER-LBD
TOX742,NC(=O)CI,0.0,NR-ER-LBD
TOX743,IC(I)I,0.0,NR-ER-LBD
TOX24580,C=CCOCC(CO)(COCC=C)COCC=C,0.0,NR-ER-LBD
TOX24589,COC(=O)CCCC(=O)O,0.0,NR-ER-LBD
TOX562,FC(F)OC(F)(F)C(F)Cl,0.0,NR-ER-LBD
TOX3027,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,0.0,NR-ER-LBD
TOX6619,O=S(=O)(Cl)c1ccccc1,0.0,NR-ER-LBD
TOX26523,O=C(O)[C@H](O)c1ccccc1,0.0,NR-ER-LBD
TOX4463,Nc1ccccc1S(=O)(=O)O,0.0,NR-ER-LBD
TOX1106,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.0,NR-ER-LBD
TOX22181,CC(=O)Nc1ccc(C)c(Cl)c1,0.0,NR-ER-LBD
TOX22189,CC(C)N(c1ccccc1)C(C)C,0.0,NR-ER-LBD
TOX7876,CCc1cccc(C)c1,0.0,NR-ER-LBD
TOX7877,CC(C)CCCCCCCOP(OCCCCCCCC(C)C)Oc1ccccc1,0.0,NR-ER-LBD
TOX4113,CCOP(=S)(CC)Sc1ccccc1,0.0,NR-ER-LBD
TOX24002,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,0.0,NR-ER-LBD
TOX27071,Cc1ccccc1CCO,0.0,NR-ER-LBD
TOX27074,CC(C)COC(=O)c1ccccc1,0.0,NR-ER-LBD
TOX957,Nc1ccc(N)c([N+](=O)[O-])c1,0.0,NR-ER-LBD
TOX24914,O=C(O)c1cc(Cl)cc(Cl)c1O,0.0,NR-ER-LBD
TOX956,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,0.0,NR-ER-LBD
TOX24918,C=CCOc1c(Br)cc(Br)cc1Br,0.0,NR-ER-LBD
TOX5642,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],0.0,NR-ER-LBD
TOX5641,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0.0,NR-ER-LBD
TOX1708,O=C([O-])c1ccccc1O,0.0,NR-ER-LBD
TOX1709,NC(=O)c1ccccc1,0.0,NR-ER-LBD
TOX25753,CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1,0.0,NR-ER-LBD
TOX958,Nc1ccc([N+](=O)[O-])cc1N,1.0,NR-ER-LBD
TOX4781,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,0.0,NR-ER-LBD
TOX4930,Cc1ccc(N)c(N)c1,1.0,NR-ER-LBD
TOX25007,O=[N+]([O-])c1ccc([As](=O)(O)O)cc1,0.0,NR-ER-LBD
TOX5889,ONc1ccccc1,0.0,NR-ER-LBD
TOX5888,O=CC(=O)c1ccccc1,0.0,NR-ER-LBD
TOX25005,ClCc1ccc(Cl)cc1Cl,0.0,NR-ER-LBD
TOX20285,CC(=O)c1ccccc1O,0.0,NR-ER-LBD
TOX20284,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,0.0,NR-ER-LBD
TOX4704,Cc1ccc(C(C)(C)C)cc1,0.0,NR-ER-LBD
TOX10307,Nc1cc(Cl)cc(Cl)c1,0.0,NR-ER-LBD
TOX7249,O=Cc1ccc(C(=O)O)cc1,0.0,NR-ER-LBD
TOX7247,CC(C)(O)c1ccccc1,0.0,NR-ER-LBD
TOX7241,ClCc1ccccc1Cl,0.0,NR-ER-LBD
TOX7240,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,0.0,NR-ER-LBD
TOX24617,N#CCc1cccc(C(F)(F)F)c1,0.0,NR-ER-LBD
TOX24618,COc1cccc(Br)c1,0.0,NR-ER-LBD
TOX7312,CC(O)COc1ccccc1,0.0,NR-ER-LBD
TOX764,CC(C)OC(=O)Nc1cccc(Cl)c1,0.0,NR-ER-LBD
TOX766,CC(C)OC(=O)Nc1ccccc1,0.0,NR-ER-LBD
TOX6265,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,0.0,NR-ER-LBD
TOX5074,O=C(O)c1ccc(O)cc1O,0.0,NR-ER-LBD
TOX3041,NC(=O)OCC(COC(N)=O)c1ccccc1,0.0,NR-ER-LBD
TOX3044,CCNC(C)Cc1cccc(C(F)(F)F)c1,0.0,NR-ER-LBD
TOX12417,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,0.0,NR-ER-LBD
TOX26055,COc1ccc(C=CC(=O)OCCC(C)C)cc1,0.0,NR-ER-LBD
TOX26509,CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,0.0,NR-ER-LBD
TOX2803,NC(=O)OCC(O)COc1ccc(Cl)cc1,0.0,NR-ER-LBD
TOX6074,CC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,0.0,NR-ER-LBD
TOX5668,COC(=O)c1ccc(C)cc1,0.0,NR-ER-LBD
TOX5662,CC(=O)C=Cc1ccccc1,0.0,NR-ER-LBD
TOX617,C=CCc1ccc(O)c(OC)c1,0.0,NR-ER-LBD
TOX24939,COc1c(Br)cc(Br)c(C)c1Br,0.0,NR-ER-LBD
TOX24930,NS(=O)(=O)c1ccccc1OC(F)(F)F,0.0,NR-ER-LBD
TOX25089,NS(=O)(=O)c1ccc(C(=O)O)cc1,0.0,NR-ER-LBD
